article_global_id,article_id,db_id,resource_name,published_access,available,unavailable_message,notes,article_year,citations
10.1093/nar/gkq1115,2167,MBDC0974,AgBase,http://www.agbase.msstate.edu/,yes,not_applicable,not_applicable,2011,29
10.1093/nar/gkj039,1209,MBDC0796,AffinDB,http://www.agklebe.de/affinity,no,related generic reseach institution site redirect,not_applicable,2006,67
10.1093/nar/24.1.32,157,MBDC0108,EcoCyc,http://www.ai.sri.com/ecocyc/ecocyc.html,no,forbidden,not_applicable,1996,76
10.1093/nar/gkq1128,2192,MBDC1392,Allele Frequency Net,http://www.allelefrequencies.net,yes,not_applicable,Charming; Does any of this interest you?,2011,427
10.1093/nar/gku1166,2838,MBDC1392,Allele Frequency Net,http://www.allelefrequencies.net,yes,not_applicable,not_applicable,2015,61
10.1093/nar/gkm886,1524,NAR9006,AlterORF,http://www.alterorf.cl/,no,can't be reached,not_applicable,2008,5
10.1093/nar/gkh139,905,NAR9008,aMAZE LightBench,http://www.amaze.ulb.ac.be/,no,can't be reached,not_applicable,2004,45
10.1093/nar/gki048,1061,MBDC0637,AMPDB: Arabidopsis Mitochondrial Protein Database,http://www.ampdb.bcs.uwa.edu.au/,yes,not_applicable,MBDC; diff link,2005,52
10.1093/nar/gkg074,829,MBDC0548,OMIA: Online Mendelian Inheritance in Animals,http://www.angis.org.au/omia,no,not found,not_applicable,2003,28
10.1093/nar/gks1150,2455,MBDC0975,Animal QTLdb: Animal Quantitative Trait Loci Database,http://www.animalgenome.org/cgi-bin/QTLdb/index,yes,not_applicable,not_applicable,2013,126
10.1093/nar/gkv1233,3084,MBDC0975,Animal QTLdb: Animal Quantitative Trait Loci Database,http://www.animalgenome.org/QTLdb,yes,not_applicable,not_applicable,2016,4
10.1093/nar/gkl946,1418,MBDC0975,Animal QTLdb: Animal Quantitative Trait Loci Database,http://www.animalgenome.org/QTLdb/,yes,not_applicable,not_applicable,2007,124
10.1093/nar/gkv966,3046,MBDC1875,ANISEED,http://www.aniseed.cnrs.fr,yes,not_applicable,not_applicable,2016,4
10.1093/nar/30.1.318,739,NAR9015,AraC-XylS database,http://www.AraC-XylS.org,no,unrelated site redirect,not_applicable,2002,74
10.1093/nar/gks1219,2524,MBDC1183,SILVA,http://www.arb-silva.de,yes,not_applicable,not_applicable,2013,1197
10.1093/nar/gkt1209,2686,MBDC1183,SILVA,http://www.arb-silva.de,yes,not_applicable,"Naming; from Latin silva, forest",2014,73
10.1093/nar/gku1123,2817,MBDC1800,ArrayMap,http://www.arraymap.org,yes,not_applicable,not_applicable,2015,2
10.1093/nar/gkn876,1839,MBDC1289,Aspergillus Genomes and Cloud,http://www.aspergillus-genomes.org.uk,yes,not_applicable,not_applicable,2009,12
10.1093/nar/gkp751,1943,MBDC1359,AspGD: Aspergillus Genome Database,http://www.aspgd.org,yes,not_applicable,not_applicable,2010,68
10.1093/nar/gkr875,2244,MBDC1359,AspGD: Aspergillus Genome Database,http://www.aspgd.org,yes,not_applicable,not_applicable,2012,64
10.1093/nar/gkt1029,2643,MBDC1359,AspGD: Aspergillus Genome Database,http://www.aspgd.org,yes,not_applicable,not_applicable,2014,63
10.1093/nar/gkt1195,2711,NAR9115,GSAD: Genome Size in Asteraceae Database,http://www.asteraceaegenomesize.com,yes,not_applicable,not_applicable,2014,11
10.1093/nar/gkh017,923,MBDC0765,AthaMap,http://www.athamap.de,yes,not_applicable,not_applicable,2004,64
10.1093/nar/gkl1006,1517,MBDC0765,AthaMap,http://www.athamap.de/,yes,not_applicable,not_applicable,2007,36
10.1093/nar/gkn709,1873,MBDC0765,AthaMap,http://www.athamap.de/,yes,not_applicable,not_applicable,2009,36
10.1093/nar/gkl783,1349,MBDC0934,ATTED-II: Arabidopsis thaliana trans-factor and cis-element prediction database,http://www.atted.bio.titech.ac.jp,no,can't be reached,not_applicable,2007,251
10.1093/nar/25.1.200,235,NAR9181,MmtDB,http://WWW.ba.cnr.it/-areamt08/MmtDBWWW.htm,no,not found,not_applicable,1997,4
10.1093/nar/26.1.120,247,NAR9181,MmtDB,http://WWW.ba.cnr.it/~areamt08/MmtDBWWW.htm,no,not found,not_applicable,1998,6
10.1093/nar/28.1.372,540,NAR9151,KEYnet,http://www.ba.cnr.it/keynet.html,no,not found,not_applicable,2000,3
10.1093/nar/gki021,1174,MBDC0252,UTRdb: UnTranslated Regions of eukaryotic mRNAs database,http://www.ba.itb.cnr.it/UTR/,no,not found,Other; not considering UTRsite separate,2005,115
10.1093/nar/gkt1111,2735,MBDC1697,LPSN: List of Prokaryotic names with Standing in Nomenclature,http://www.bacterio.net,yes,not_applicable,not_applicable,2014,199
10.1093/nar/gkm807,1657,MBDC1048,Bacteriome.org,http://www.bacteriome.org,yes,not_applicable,not_applicable,2008,38
10.1093/nar/gku1008,2890,MBDC1829,BARCDB: Biobanking Analysis Resource Catalogue,http://www.barcdb.org,yes,not_applicable,not_applicable,2015,1
10.1093/nar/gkp807,1946,MBDC0643,BeetleBase,http://www.beetlebase.org,yes,not_applicable,not_applicable,2010,71
10.1093/nar/27.1.325,360,MBDC0177,MEROPS,http://www.bi.bbsrc.ac.uk/Merops/Merops.htm,no,can't be reached,not_applicable,1999,144
10.1093/nar/28.1.323,459,MBDC0177,MEROPS,http://www.bi.bbsrc.ac.uk/Merops/Merops.htm,no,can't be reached,not_applicable,2000,86
10.1093/nar/gkj100,1248,MBDC0830,INVHOGEN: INVertebrate HOmologous GENes,http://www.bi.uni-duesseldorf.de/~invhogen/invhogen.html,no,can't be reached,not_applicable,2006,3
10.1093/nar/gkp1021,2005,MBDC1385,CAMP: Collection of Anti-Microbial Peptides,http://www.bicnirrh.res.in/antimicrobial,yes,not_applicable,not_applicable,2010,133
10.1093/nar/gkl999,1429,MBDC0979,BindingDB,http://www.bindingdb.org,yes,not_applicable,not_applicable,2007,649
10.1093/nar/gkm911,1574,MBDC1049,Binding MOAD: Mother of All Databases,http://www.BindingMOAD.org,yes,not_applicable,not_applicable,2008,81
10.1093/nar/gku1088,2816,MBDC1049,Binding MOAD: Mother of All Databases,http://www.BindingMOAD.org,yes,not_applicable,not_applicable,2015,4
10.1093/nar/gkv1094,3047,MBDC1887,Lnc2Cancer,http://www.bio-bigdata.net/lnc2cancer,yes,not_applicable,not_applicable,2016,5
10.1093/nar/gkm793,1651,MBDC1122,ProSAS: PROtein Structure and Alternative Splicing,http://www.bio.ifi.lmu.de/ProSAS,no,not found,not_applicable,2008,15
10.1093/nar/gks1177,2437,MBDC1607,DoBISCUIT: Database of BIoSynthesis clusters CUrated and InTegrated,http://www.bio.nite.go.jp/pks/,yes,not_applicable,not_applicable,2013,23
10.1093/nar/27.1.161,391,NAR9280,snoRNA Database,http://www.bio.umass.edu/biochem/rna-sequence/Yeast_snoRNA_Database/snoRNA_DataBase.html,no,not found,not_applicable,1999,63
10.1093/nar/25.1.37,196,NAR9165,Metabolic Pathway Collection,http://www.biobase.com/emphome.html/,no,can't be reached,not_applicable,1997,32
10.1093/nar/gkg089,791,MBDC0341,TRANSPATH,http://www.biobase.de/pages/products/databases.html,yes,not_applicable,Service Status; Funding; commerical veriosn + free version that requires an account,2003,64
10.1093/nar/25.1.104,183,NAR9117,Guide RNA database,http://www.biochem.mpg.de/~goeringe/,no,not found,not_applicable,1997,9
10.1093/nar/26.1.168,318,NAR9117,Guide RNA database,http://www.biochem.mpg.de/~goeringe/,no,not found,not_applicable,1998,0
10.1093/nar/27.1.168,405,NAR9117,Guide RNA database,http://www.biochem.mpg.de/~goeringe/,no,not found,not_applicable,1999,10
10.1093/nar/27.1.275,378,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.biochem.ucl.ac.uk/bsm/cath,yes,not_applicable,not_applicable,1999,121
10.1093/nar/28.1.228,468,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.biochem.ucl.ac.uk/bsm/cath,yes,not_applicable,not_applicable,2000,165
10.1093/nar/29.1.223,636,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.biochem.ucl.ac.uk/bsm/cath,yes,not_applicable,not_applicable,2001,47
10.1093/nar/gkg062,855,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.biochem.ucl.ac.uk/bsm/cath,yes,not_applicable,not_applicable,2003,143
10.1093/nar/gkg051,865,MBDC0472,Gene3D,http://www.biochem.ucl.ac.uk/bsm/cath_new/Gene3D/,yes,not_applicable,not_applicable,2003,23
10.1093/nar/gki024,1130,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.biochem.ucl.ac.uk/bsm/cath/,yes,not_applicable,not_applicable,2005,69
10.1093/nar/gki024,1130,MBDC0472,Gene3D,http://www.biochem.ucl.ac.uk/bsm/cath/Gene3D/,no,not found,not_applicable,2005,69
10.1093/nar/24.1.182,137,MBDC0212,PRINTS,http://www.biochem.ucl.ac.uk/bsm/dbbrowser,yes,not_applicable,Access - Transfer/Redirect; redirect and can see here http://130.88.97.239/PRINTS/relnotes.php,1996,22
10.1093/nar/25.1.212,220,MBDC0212,PRINTS,http://www.biochem.ucl.ac.uk/bsm/dbbrowser/,yes,not_applicable,not_applicable,1997,45
10.1093/nar/26.1.304,314,MBDC0212,PRINTS,http://www.biochem.ucl.ac.uk/bsm/dbbrowser/,yes,not_applicable,not_applicable,1998,82
10.1093/nar/27.1.220,402,MBDC0212,PRINTS,http://www.biochem.ucl.ac.uk/bsm/dbbrowser/,yes,not_applicable,not_applicable,1999,92
10.1093/nar/gki024,1130,NAR9054,DHS: Dictionary of Homologous Superfamilies,http://www.biochem.ucl.ac.uk/bsm/dhs/,yes,not_applicable,not_applicable,2005,69
10.1093/nar/29.1.221,610,MBDC0278,EMBL-EBI PDBsum,http://www.biochem.ucl.ac.uk/bsm/pdbsum,yes,not_applicable,not_applicable,2001,300
10.1093/nar/29.1.133,643,MBDC0201,VIDA,http://www.biochem.ucl.ac.uk/bsm/virus⊣tabase/VIDA.html,no,not found,not_applicable,2001,32
10.1093/nar/gkp852,2004,MBDC1384,BioDrugScreen,http://www.biodrugscreen.org/,no,unrelated site redirect,not_applicable,2010,24
10.1093/nar/gkr965,2233,MBDC1460,AnimalTFDB: Animal Transcription Factor Database,http://www.bioguo.org/AnimalTFDB/,yes,not_applicable,not_applicable,2012,83
10.1093/nar/gkq1106,2181,MBDC1400,CADgene: Coronary Artery Disease,http://www.bioguo.org/CADgene/,yes,not_applicable,not_applicable,2011,37
10.1093/nar/27.1.280,421,NAR9030,Bioimage Database,http://www.bioimage.org,no,unrelated site redirect,not_applicable,1999,22
10.1093/nar/28.1.277,470,MBDC0212,PRINTS,http://www.bioinf.man.ac.uk/dbbrowser/PRINTS,yes,not_applicable,Naming; Charming; The database formerly known as PRINTS,2000,164
10.1093/nar/30.1.239,764,MBDC0212,PRINTS,http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/,yes,not_applicable,not_applicable,2002,73
10.1093/nar/gkg030,836,MBDC0212,PRINTS,http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/,yes,not_applicable,not_applicable,2003,261
10.1093/nar/gkg077,801,MBDC0547,OGRe: Organellar Genome Retrieval,http://www.bioinf.man.ac.uk/ogre,no,not found,not_applicable,2003,74
10.1093/nar/gki054,1056,MBDC0756,TRACTOR_DB,http://www.bioinfo.cu/Tractor_DB,no,can't be reached,Mirror fail; http:// www.tractor.Incc.br/; http://www.cifn.unam.mx/Computational_Genomics/tractorDB can't be reached/not found,2005,17
10.1093/nar/gkl800,1380,MBDC0756,TRACTOR_DB,http://www.bioinfo.cu/Tractor_DB,no,can't be reached,Mirror fail; ; http:// www.tractor.Incc.br/; http://www.ccg.unam.mx/tractorDB can't be reached/not found,2007,17
10.1093/nar/gki090,1110,MBDC0751,TAED: The Adaptive Evolution Database,http://www.bioinfo.no/tools/TAED,yes,not_applicable,"Naming; ""The"" in the acronym",2005,39
10.1093/nar/gkj025,1200,NAR9200,NPInter,http://www.bioinfo.org.cn/NPInter,yes,not_applicable,not_applicable,2006,44
10.1093/nar/gku1074,2937,MBDC1541,Dr.VIS: Viral Integration Sites,http://www.bioinfo.org/drvis,yes,not_applicable,not_applicable,2015,4
10.1093/nar/gkt1222,2589,MBDC0705,NONCODE,http://www.bioinfo.org/noncode/,yes,not_applicable,not_applicable,2014,150
10.1093/nar/gkv1252,3092,MBDC0705,NONCODE,http://www.bioinfo.org/noncode/,yes,not_applicable,not_applicable,2016,15
10.1093/nar/gkt1057,2741,NAR9200,NPInter,http://www.bioinfo.org/NPInter,yes,not_applicable,not_applicable,2014,31
10.1093/nar/gkh109,1017,MBDC0444,DBSubLoc: Database of protein subcellular localization,http://www.bioinfo.tsinghua.edu.cn/dbsubloc.html,no,can't be reached,not_applicable,2004,41
10.1093/nar/gkj017,1225,MBDC0854,PINT: Protein-protein Interactions Thermodynamic Database,http://www.bioinfodatabase.com/pint/index.html,no,service unavailable,Access - Failure Notes; pages up but searches fail,2006,52
10.1093/nar/gkh116,917,NAR9208,ORFanage,http://www.bioinformatics.buffalo.edu/ORFanage,no,not found,not_applicable,2004,29
10.1093/nar/gkl776,1510,MBDC0643,BeetleBase,http://www.bioinformatics.ksu.edu/BeetleBase/,no,not found,not_applicable,2007,37
10.1093/nar/gkn826,1781,MBDC1270,metaTIGER,http://www.bioinformatics.leeds.ac.uk/metatiger,yes,not_applicable,not_applicable,2009,26
10.1093/nar/gkj062,1341,NAR9276,SitesBase,http://www.bioinformatics.leeds.ac.uk/sb,no,can't be reached,not_applicable,2006,72
10.1093/nar/gkg029,777,NAR9018,ASAP: Alternative Splicing Annotation Project,http://www.bioinformatics.ucla.edu/ASAP,no,related generic reseach institution site redirect,not_applicable,2003,130
10.1093/nar/gkl884,1432,NAR9018,ASAP: Alternative Splicing Annotation Project,http://www.bioinformatics.ucla.edu/ASAP2,no,related generic reseach institution site redirect,not_applicable,2007,70
10.1093/nar/gkl855,1374,NAR9127,HIV Positive Selection Mutation Database,http://www.bioinformatics.ucla.edu/HIV/ ,yes,not_applicable,not_applicable,2007,17
10.1093/nar/gkr879,2375,MBDC1489,CAPS-DB,http://www.bioinsilico.org/CAPSDB,yes,not_applicable,not_applicable,2012,2
10.1093/nar/gkq1068,2068,MBDC1431,PCRPi-DB: Presaging Critical Residues in Protein Interfaces Database,http://www.bioinsilico.org/PCRPIDB,yes,not_applicable,not_applicable,2011,7
10.1093/nar/gkj065,1215,NAR9013,AOBase,http://www.bioit.org.cn/ao/aobase,no,not found,not_applicable,2006,4
10.1093/nar/gkn905,1790,MBDC0662,Diatom EST: Expressed Sequence Tag Database,http://www.biologie.ens.fr/diatomics/EST3,yes,not_applicable,not_applicable,2009,40
10.1093/nar/27.1.303,393,MBDC0049,TRRD: Transcription Regulatory Regions Database,http://www.bionet.nsc.ru/trrd/,yes,not_applicable,not_applicable,1999,22
10.1093/nar/30.1.312,769,MBDC0049,TRRD: Transcription Regulatory Regions Database,http://www.bionet.nsc.ru/trrd/,yes,not_applicable,not_applicable,2002,80
10.1093/nar/gkp889,2002,MBDC1382,BioNumbers Database,http://www.bionumbers.hms.harvard.edu,yes,not_applicable,not_applicable,2010,126
10.1093/nar/gkg013,783,NAR9213,PACRAT,http://www.biosci.ohio-state.edu/~pacrat/,no,can't be reached,not_applicable,2003,3
10.1093/nar/gkn849,1883,MBDC1276,Sys-BodyFluid,http://www.biosino.org/bodyfluid,no,not found,not_applicable,2009,55
10.1093/nar/25.1.92,200,MBDC0296,MPDB: Molecular Probe Data Base,http://www.biotech.ist.unige.it/interlab/mpdb.html,no,can't be reached,not_applicable,1997,4
10.1093/nar/26.1.145,309,MBDC0296,MPDB: Molecular Probe Data Base,http://www.biotech.ist.unige.it/interlab/mpdb.html,no,can't be reached,not_applicable,1998,2
10.1093/nar/gkm820,1629,MBDC1124,ProtozoaDB,http://www.biowebdb.org/protozoadb,no,not found,not_applicable,2008,14
10.1093/nar/26.1.309,303,MBDC0203,Blocks database,http://www.blocks.fhcrc.org,yes,not_applicable,not_applicable,1998,50
10.1093/nar/27.1.226,401,MBDC0203,Blocks database,http://www.blocks.fhcrc.org,yes,not_applicable,not_applicable,1999,79
10.1093/nar/28.1.228,524,MBDC0203,Blocks database,http://www.blocks.fhcrc.org,yes,not_applicable,not_applicable,2000,253
10.1093/nar/gkm957,1534,MBDC0257,BioMagResBank,http://www.bmrb.wisc.edu/,yes,not_applicable,not_applicable,2008,542
10.1093/nar/gkg034,847,MBDC0582,STRING: Search Tool for the Retrieval of Interacting Genes,http://www.bork.embl-heidelberg.de/STRING/,yes,not_applicable,not_applicable,2003,539
10.1093/nar/gks1042,2480,MBDC1670,Allen Brain Atlas,http://www.brain-map.org,yes,not_applicable,not_applicable,2013,67
10.1093/nar/gkn820,1877,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda-enzymes.org,yes,not_applicable,DB Content; also AMENDA; FRENDA but counting only Brenda with single URL,2009,252
10.1093/nar/gkq1089,2066,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda-enzymes.org,yes,not_applicable,not_applicable,2011,249
10.1093/nar/gks1049,2441,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda-enzymes.org,yes,not_applicable,not_applicable,2013,189
10.1093/nar/gku1068,2854,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda-enzymes.org,yes,not_applicable,not_applicable,2015,39
10.1093/nar/30.1.47,770,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda.uni-koeln.de,yes,not_applicable,not_applicable,2002,231
10.1093/nar/gkh081,924,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda.uni-koeln.de,yes,not_applicable,not_applicable,2004,341
10.1093/nar/gkl972,1488,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda.uni-koeln.de,yes,not_applicable,DB Content; also AMENDA; FRENDA but counting only Brenda with single URL,2007,106
10.1093/nar/gkq968,2168,MBDC1301,BRENDA BTO: BRENDA Tissue Ontology,http://www.BTO.brenda-enzymes.org,yes,not_applicable,not_applicable,2011,39
10.1093/nar/gkm853,1647,NAR9034,ButterflyBase,http://www.butterflybase.org,no,can't be reached,not_applicable,2008,64
10.1093/nar/gki045,1066,MBDC0657,dbERGE II: Experimental Results on Gene Expression,http://www.bx.psu.edu/,no,related generic reseach institution site redirect,not_applicable,2005,4
10.1093/nar/gki045,1066,NAR9094,GALA: Genome Alignments and Annotations,http://www.bx.psu.edu/,no,related generic reseach institution site redirect,not_applicable,2005,4
10.1093/nar/gkr971,2295,MBDC0425,CADRE: Central Aspergillus Data Repository,http://www.cadre-genomes.org.uk,yes,not_applicable,not_applicable,2012,24
10.1093/nar/gkh009,1042,MBDC0425,CADRE: Central Aspergillus Data Repository,http://www.cadre.man.ac.uk,no,can't be reached,not_applicable,2004,52
10.1093/nar/gkj015,1291,MBDC0793,CTGA: Catalogue of Transmission Genetics in Arabs,http://www.cags.org.ae,yes,not_applicable,not_applicable,2006,30
10.1093/nar/26.1.190,304,NAR9317,Viroid and Viroid-Like RNA Database,http://www.callisto.si.usherb.ca/~jppera,no,can't be reached,not_applicable,1998,4
10.1093/nar/25.1.123,211,NAR9317,Viroid and Viroid-Like RNA Database,http://www.callisto.si.usherb.ca/~jpperra,no,can't be reached,not_applicable,1997,10
10.1093/nar/27.1.186,354,NAR9317,Viroid and Viroid-Like RNA Database,http://www.callisto.si.usherb.ca/~jpperra,no,can't be reached,not_applicable,1999,6
10.1093/nar/28.1.179,529,NAR9317,Viroid and Viroid-Like RNA Database,http://www.callisto.si.usherb.ca/~jpperra,no,can't be reached,not_applicable,2000,9
10.1093/nar/30.1.121,752,MBDC0525,MagnaportheDB,http://www.cals.ncsu.edu/fungalnomics/mgdatabase/int.htm,no,not found,not_applicable,2002,28
10.1093/nar/gkt1157,2622,MBDC1385,CAMP: Collection of Anti-Microbial Peptides,http://www.camp.bicnirrh.res.in/,yes,not_applicable,not_applicable,2014,54
10.1093/nar/gku1140,2925,MBDC1805,Cancer3D,http://www.cancer3d.org,yes,not_applicable,not_applicable,2015,7
10.1093/nar/gki003,1092,MBDC0645,CGD: Candida Genome Database,http://www.candidagenome.org/,yes,not_applicable,not_applicable,2005,70
10.1093/nar/gkl899,1370,MBDC0645,CGD: Candida Genome Database,http://www.candidagenome.org/,yes,not_applicable,not_applicable,2007,50
10.1093/nar/gkp836,1944,MBDC0645,CGD: Candida Genome Database,http://www.candidagenome.org/,yes,not_applicable,not_applicable,2010,40
10.1093/nar/gkr945,2346,MBDC0645,CGD: Candida Genome Database,http://www.candidagenome.org/,yes,not_applicable,not_applicable,2012,104
10.1093/nar/gkt1046,2619,MBDC0645,CGD: Candida Genome Database,http://www.candidagenome.org/,yes,not_applicable,not_applicable,2014,9
10.1093/nar/gkm802,1553,MBDC1053,CanGEM: Cancer GEnome Mine,http://www.cangem.org/,no,service unavailable,not_applicable,2008,23
10.1093/nar/gkq1073,2174,MBDC1397,ASPicDB,http://www.caspur.it/ASPicDB/,no,related generic reseach institution site redirect,not_applicable,2011,27
10.1093/nar/gkr1144,2382,MBDC0064,MitoZoa,http://www.caspur.it/mitozoa,no,not found,not_applicable,2012,25
10.1093/nar/gkj105,1328,MBDC0855,PMDB: Protein Model Database,http://www.caspur.it/PMDB,no,not found,not_applicable,2006,134
10.1093/nar/gks997,2427,MBDC1592,SpliceAid-F,http://www.caspur.it/SpliceAidF/,no,not found,not_applicable,2013,19
10.1093/nar/gkl959,1408,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.cathdb.info,yes,not_applicable,not_applicable,2007,198
10.1093/nar/gkn877,1849,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.cathdb.info,yes,not_applicable,not_applicable,2009,135
10.1093/nar/gku947,2909,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.cathdb.info,yes,not_applicable,not_applicable,2015,77
10.1093/nar/gks1211,2483,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.cathdb.info/,yes,not_applicable,not_applicable,2013,135
10.1093/nar/gkq1001,2106,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.cathdb.info/sfam/membrane/,no,not found,Access - Other; actually link direclty to CATH homepage not given in article,2011,97
10.1093/nar/gkg071,888,MBDC0427,CATMA: Complete Arabidopsis Transcriptome MicroArray,http://www.catma.org/,yes,not_applicable,Disambiguation; related but different from CATdb: Complete Arabidopsis Transcriptome Database,2003,121
10.1093/nar/gkn663,1724,MBDC1211,CAZy: Carbohydrate-Active EnZymes database,http://www.cazy.org/,yes,not_applicable,not_applicable,2009,2364
10.1093/nar/gkt1178,2732,MBDC1211,CAZy: Carbohydrate-Active EnZymes database,http://www.cazy.org/,yes,not_applicable,not_applicable,2014,739
10.1093/nar/gki111,1059,MBDC0785,STING,http://www.cbi.cnptia.embrapa.br,yes,not_applicable,not_applicable,2005,14
10.1093/nar/gkl748,1478,MBDC0013,EPConDB: Endocrine Pancreas Consortium Database,http://www.cbil.upenn.edu/EPConDB,yes,not_applicable,not_applicable,2007,8
10.1093/nar/27.1.200,368,MBDC0110,EpoDB,http://www.cbil.upenn.edu/epodb,no,not found,not_applicable,1999,22
10.1093/nar/gkh112,1029,MBDC0409,ApiEST-DB,http://www.cbil.upenn.edu/paradbsservlet/,no,related generic reseach institution site redirect,not_applicable,2004,24
10.1093/nar/gkg022,870,MBDC0277,PDB-REPRDB,http://www.cbrc.jp/pdbreprdb/,no,can't be reached,not_applicable,2003,70
10.1093/nar/gku1168,2936,MBDC1809,DDMGD: Dragon Database for Methylated Genes and Diseases,http://www.cbrc.kaust.edu.sa/ddmgd/,yes,not_applicable,not_applicable,2015,0
10.1093/nar/gkq849,2134,MBDC1309,DDPC: Dragon Database of Genes associated with Prostate Cancer,http://www.cbrc.kaust.edu.sa/ddpc/,yes,not_applicable,Other; alt fail http://apps.sanbi.ac.za/ddpc/,2011,19
10.1093/nar/gkg101,800,MBDC0375,NESbase: Nuclear Export Signal database,http://www.cbs.dtu.dk/databases/NESbase/,yes,not_applicable,not_applicable,2003,155
10.1093/nar/26.1.387,279,MBDC0209,O-GLYCBASE,http://www.cbs.dtu.dk/databases/OGLYCBASE/,yes,not_applicable,not_applicable,1998,18
10.1093/nar/27.1.370,441,MBDC0209,O-GLYCBASE,http://www.cbs.dtu.dk/databases/OGLYCBASE/,yes,not_applicable,not_applicable,1999,113
10.1093/nar/26.1.382,325,NAR9223,PhosphoBase,http://www.cbs.dtu.dk/databases/PhosphoBase/,yes,not_applicable,"Access - Transfer/Redirect; PhosphoBase, a database of phosphorylation sites, has moved to Phospho.ELM at http://phospho.elm.eu.org/. It is hosted by EMBL.",1998,44
10.1093/nar/27.1.237,353,NAR9223,PhosphoBase,http://www.cbs.dtu.dk/databases/PhosphoBase/,yes,not_applicable,"Access - Transfer/Redirect; PhosphoBase, a database of phosphorylation sites, has moved to Phospho.ELM at http://phospho.elm.eu.org/. It is hosted by EMBL.",1999,230
10.1093/nar/24.1.248,151,MBDC0209,O-GLYCBASE,http://www.cbs.dtu.dk/netOglyc/cbsnetOglyc.html,no,not found,not_applicable,1996,23
10.1093/nar/25.1.278,180,MBDC0209,O-GLYCBASE,http://www.cbs.dtu.dk/netOglyc/cbsnetOglyc.html,no,not found,not_applicable,1997,101
10.1093/nar/gks1166,2514,MBDC1304,ChemProt,http://www.cbs.dtu.dk/services/ChemProt-2.0,yes,not_applicable,not_applicable,2013,31
10.1093/nar/gkq906,2136,MBDC1304,ChemProt,http://www.cbs.dtu.dk/services/ChemProt/,yes,not_applicable,not_applicable,2011,46
10.1093/nar/gkg002,776,NAR9172,MICdb: Microsatellites Database,http://www.cdfd.org.in/micas,no,can't be reached,not_applicable,2003,21
10.1093/nar/gkq1198,2118,MBDC1439,PSSRdb: Polymorphic Simple Sequence Repeats database,http://www.cdfd.org.in/PSSRdb/,yes,not_applicable,not_applicable,2011,6
10.1093/nar/gki099,1154,MBDC0744,SilkSatDb,http://www.cdfd.org.in/silksatdb,yes,not_applicable,Disambiguation; diff than silkdb,2005,21
10.1093/nar/gkq1088,2138,MBDC1404,CDDB: Conformational Dynamics Data Bank,http://www.cdyn.org,no,service unavailable,not_applicable,2011,8
10.1093/nar/gku1137,2916,MBDC1789,CeCaFDB: Central Carbon Metabolic Flux Database,http://www.cecafdb.org,yes,not_applicable,not_applicable,2015,6
10.1093/nar/gkl937,1361,MBDC0980,CellCircuits,http://www.cellcircuits.org,yes,not_applicable,not_applicable,2007,17
10.1093/nar/gkt1264,2697,MBDC1733,CellFinder,http://www.cellfinder.org,yes,not_applicable,not_applicable,2014,4
10.1093/nar/gks1257,2557,MBDC1649,CIL: Cell Image Library,http://www.cellimagelibrary.org/,yes,not_applicable,not_applicable,2013,12
10.1093/nar/gkl768,1368,NAR9238,PROTCOM: PROTein COMplexes,http://www.ces.clemson.edu/compbio/protcom,no,not found,not_applicable,2007,34
10.1093/nar/24.1.50,113,NAR9157,LISTA,http://www.ch.embnet.org/,no,related generic government site redirect,Access - Failure Notes; does not seem to be available at the site,1996,5
10.1093/nar/gkh067,1002,NAR9300,trEST,http://www.ch.embnet.org/software/fetch.html,yes,not_applicable,not_applicable,2004,5
10.1093/nar/gkh067,1002,NAR9301,trGEN,http://www.ch.embnet.org/software/fetch.html,yes,not_applicable,not_applicable,2004,5
10.1093/nar/gkh067,1002,MBDC0312,trome,http://www.ch.embnet.org/software/fetch.html,yes,not_applicable,not_applicable,2004,5
10.1093/nar/30.1.375,717,MBDC0364,CSDBase: Cold Shock Domain,http://www.chemie.uni-marburg.de/∼csdbase/,no,related generic reseach institution site redirect,not_applicable,2002,12
10.1093/nar/gkm768,1617,MBDC1057,ChromDB,http://www.chromdb.org,yes,not_applicable,not_applicable,2008,46
