db_id,resource_name,current_access,link_HTML,is_a_pun,available_2022,last_accessible_year,unavailable_message,year_first_publication,year_last_publication,total_citations_2022,nb_authors_max,nb_articles_2022
MBDC0212,PRINTS,http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/,"<a href=""http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/"">access link</a>",FALSE,Yes,NA,NA,1994,2003,910,12,8
MBDC0215,PROSITE,http://prosite.expasy.org/,"<a href=""http://prosite.expasy.org/"">access link</a>",FALSE,Yes,NA,NA,1991,2013,6887,9,13
MBDC0218,SMART: Simple Modular Architecture Research Tool,http://smart.embl.de/,"<a href=""http://smart.embl.de/"">access link</a>",TRUE,Yes,NA,NA,1999,2021,6963,10,10
MBDC0221,AAIndex: Amino Acid Index Database,http://www.genome.jp/dbget-bin/www_bfind?aaindex,"<a href=""http://www.genome.jp/dbget-bin/www_bfind?aaindex"">access link</a>",FALSE,Yes,NA,NA,1999,2008,1474,6,3
MBDC0225,SWISS-2DPAGE,http://www.expasy.ch/ch2d/,"<a href=""http://www.expasy.ch/ch2d/"">access link</a>",FALSE,Yes,NA,NA,1994,2000,159,8,5
MBDC0229,RNA Mutations (Triman Database),http://www.fandm.edu/Departments/Biology/Databases/RNA.html,"<a href=""http://www.fandm.edu/Departments/Biology/Databases/RNA.html"">access link</a>",FALSE,Yes,NA,NA,1994,1998,43,3,5
MBDC0230,5S rRNA Data Bank (Erdmann),http://www.combio.pl/rrna/,"<a href=""http://www.combio.pl/rrna/"">access link</a>",FALSE,Yes,NA,NA,1991,2016,318,5,7
MBDC0232,ARED: Adenylate uridylate-Rich Elements Database,http://brp.kfshrc.edu.sa/ARED,"<a href=""http://brp.kfshrc.edu.sa/ARED"">access link</a>",FALSE,Yes,NA,NA,2001,2018,865,5,5
MBDC0246,SELEX-DB,http://wwwmgs.bionet.nsc.ru/mgs/systems/selex/,"<a href=""http://wwwmgs.bionet.nsc.ru/mgs/systems/selex/"">access link</a>",TRUE,Yes,NA,NA,2000,2002,111,7,2
MBDC0248,SRPDB: Signal Recognition Particle Database,http://srpdb.kvl.dk/,"<a href=""http://srpdb.kvl.dk/"">access link</a>",FALSE,Yes,NA,NA,1992,2006,368,10,11
MBDC0250,tmRDB: tmRNA database,http://tmrdb.kvl.dk/,"<a href=""http://tmrdb.kvl.dk/"">access link</a>",FALSE,Yes,NA,NA,1998,2006,211,10,6
MBDC0251,tRNAdb,http://trnadb.bioinf.uni-leipzig.de,"<a href=""http://trnadb.bioinf.uni-leipzig.de"">access link</a>",FALSE,Yes,NA,NA,2009,2009,517,6,1
MBDC0255,SCOPe: Structural Classification of Proteins - extended,https://scop.berkeley.edu,"<a href=""https://scop.berkeley.edu"">access link</a>",TRUE,Yes,NA,NA,2014,2022,424,6,4
MBDC0257,BioMagResBank,http://www.bmrb.wisc.edu/,"<a href=""http://www.bmrb.wisc.edu/"">access link</a>",TRUE,Yes,NA,NA,2008,2008,1064,16,1
MBDC0258,CATH : Class Architecture Topology Homology,https://www.cathdb.info,"<a href=""https://www.cathdb.info"">access link</a>",TRUE,Yes,NA,NA,1999,2021,2352,22,14
MBDC0262,MolMovDB: Database of Macromolecular Motions,http://molmovdb.org,"<a href=""http://molmovdb.org"">access link</a>",FALSE,Yes,NA,NA,2003,2006,268,10,2
MBDC0270,NCBI MMDB: Molecular Modeling DataBase,http://www.ncbi.nlm.nih.gov/Structure,"<a href=""http://www.ncbi.nlm.nih.gov/Structure"">access link</a>",FALSE,Yes,NA,NA,1999,2014,940,28,7
MBDC0272,NDB: Nucleic Acid Database,http://ndbserver.rutgers.edu,"<a href=""http://ndbserver.rutgers.edu"">access link</a>",FALSE,Yes,NA,NA,2014,2014,99,8,1
MBDC0276,RCSB PDB : Research Collaboratory for Structural Bioinformatics Protein Data Bank,https://www.rcsb.org/,"<a href=""https://www.rcsb.org/"">access link</a>",FALSE,Yes,NA,NA,2000,2019,26581,40,11
MBDC0278,EMBL-EBI PDBsum,http://www.ebi.ac.uk/pdbsum,"<a href=""http://www.ebi.ac.uk/pdbsum"">access link</a>",FALSE,Yes,NA,NA,2001,2014,1464,4,4
MBDC0285,SUPERFAMILY,http://supfam.org,"<a href=""http://supfam.org"">access link</a>",TRUE,Yes,NA,NA,2002,2015,1027,10,6
MBDC0292,UniCarbKB,http://unicarbkb.org,"<a href=""http://unicarbkb.org"">access link</a>",FALSE,Yes,NA,NA,2014,2014,98,8,1
MBDC0293,HOX Pro DB,http://www.iephb.nw.ru/hoxpro,"<a href=""http://www.iephb.nw.ru/hoxpro"">access link</a>",FALSE,Yes,NA,NA,2000,2002,35,3,2
MBDC0297,NCBI Taxonomy,http://www.ncbi.nlm.nih.gov/taxonomy,"<a href=""http://www.ncbi.nlm.nih.gov/taxonomy"">access link</a>",FALSE,Yes,NA,NA,2012,2015,666,1,2
MBDC0304,WorfDB: Worm ORFeome DataBase,http://worfdb.dfci.harvard.edu,"<a href=""http://worfdb.dfci.harvard.edu"">access link</a>",FALSE,Yes,NA,NA,2003,2003,30,7,1
MBDC0311,TransportDB,http://www.membranetransport.org/,"<a href=""http://www.membranetransport.org/"">access link</a>",FALSE,Yes,NA,NA,2004,2007,433,3,2
MBDC0313,TropGENE-DB,http://tropgenedb.cirad.fr,"<a href=""http://tropgenedb.cirad.fr"">access link</a>",FALSE,Yes,NA,NA,2004,2013,52,6,2
MBDC0316,UCSC Genome Browser Database,http://genome.ucsc.edu/,"<a href=""http://genome.ucsc.edu/"">access link</a>",FALSE,Yes,NA,NA,2003,2022,6214,32,18
MBDC0318,UniProt Knowledgebase,https://www.uniprot.org/,"<a href=""https://www.uniprot.org/"">access link</a>",FALSE,Yes,NA,NA,2004,2019,14913,138,13
MBDC0328,GeneDB,http://www.genedb.org/,"<a href=""http://www.genedb.org/"">access link</a>",FALSE,Yes,NA,NA,2004,2012,362,28,2
MBDC0329,GeneNet,http://wwwmgs.bionet.nsc.ru/mgs/gnw/genenet/,"<a href=""http://wwwmgs.bionet.nsc.ru/mgs/gnw/genenet/"">access link</a>",FALSE,Yes,NA,NA,2002,2005,39,10,2
MBDC0330,GenePaint.org,http://www.genepaint.org,"<a href=""http://www.genepaint.org"">access link</a>",TRUE,Yes,NA,NA,2004,2004,378,3,1
MBDC0331,MODBASE,http://salilab.org/modbase,"<a href=""http://salilab.org/modbase"">access link</a>",FALSE,Yes,NA,NA,2000,2014,1086,17,7
MBDC0339,MEPD: Medaka Expression Pattern Database,http://mepd.cos.uni-heidelberg.de/,"<a href=""http://mepd.cos.uni-heidelberg.de/"">access link</a>",FALSE,Yes,NA,NA,2003,2016,25,7,2
MBDC0340,TRANSFAC,http://www.gene-regulation.com/pub/databases.html,"<a href=""http://www.gene-regulation.com/pub/databases.html"">access link</a>",FALSE,Yes,NA,NA,1996,2006,7154,21,8
MBDC0341,TRANSPATH,http://www.gene-regulation.com/pub/databases.html,"<a href=""http://www.gene-regulation.com/pub/databases.html"">access link</a>",FALSE,Yes,NA,NA,2003,2006,179,12,2
MBDC0357,SGD: Saccharomyces Genome Database,http://www.yeastgenome.org,"<a href=""http://www.yeastgenome.org"">access link</a>",FALSE,Yes,NA,NA,1998,2016,2862,25,14
MBDC0358,SOURCE,http://source.stanford.edu,"<a href=""http://source.stanford.edu"">access link</a>",TRUE,Yes,NA,NA,2003,2003,346,11,1
MBDC0359,ToxoDB,http://ToxoDB.org,"<a href=""http://ToxoDB.org"">access link</a>",FALSE,Yes,NA,NA,2003,2008,470,15,2
MBDC0368,Lipase Engineering Database,http://www.led.uni-stuttgart.de,"<a href=""http://www.led.uni-stuttgart.de"">access link</a>",FALSE,Yes,NA,NA,2003,2003,155,2,1
MBDC0369,NPD: Nuclear Protein Database,http://npd.hgu.mrc.ac.uk,"<a href=""http://npd.hgu.mrc.ac.uk"">access link</a>",FALSE,Yes,NA,NA,2003,2003,83,3,1
MBDC0372,SDAP: Structural Database of Allergenic Proteins,http://fermi.utmb.edu/SDAP,"<a href=""http://fermi.utmb.edu/SDAP"">access link</a>",FALSE,Yes,NA,NA,2003,2003,193,3,1
MBDC0382,Rfam,https://rfam.org,"<a href=""https://rfam.org"">access link</a>",FALSE,Yes,NA,NA,2003,2021,4022,15,7
MBDC0391,NCBI Reference Sequences: RefSeq,https://www.ncbi.nlm.nih.gov/refseq/,"<a href=""https://www.ncbi.nlm.nih.gov/refseq/"">access link</a>",FALSE,Yes,NA,NA,2003,2021,7403,55,11
MBDC0399,VKCDB: Voltage-gated K+ Channel DataBase,http://vkcdb.biology.ualberta.ca,"<a href=""http://vkcdb.biology.ualberta.ca"">access link</a>",FALSE,Yes,NA,NA,2011,2011,17,2,1
MBDC0413,ArchDB,http://sbi.imim.es/archdb,"<a href=""http://sbi.imim.es/archdb"">access link</a>",FALSE,Yes,NA,NA,2004,2014,86,7,2
MBDC0415,ASAP: A Systematic Annotation Package,https://asap.ahabs.wisc.edu/asap/logon.php,"<a href=""https://asap.ahabs.wisc.edu/asap/logon.php"">access link</a>",TRUE,Yes,NA,NA,2003,2006,177,11,2
MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda-enzymes.org,"<a href=""http://www.brenda-enzymes.org"">access link</a>",TRUE,Yes,NA,NA,2002,2021,2288,12,10
MBDC0425,CADRE: Central Aspergillus Data Repository,http://www.cadre-genomes.org.uk,"<a href=""http://www.cadre-genomes.org.uk"">access link</a>",FALSE,Yes,NA,NA,2004,2012,93,10,2
MBDC0439,CryptoDB: Cryptosporidium Genomics Resource,http://CryptoDB.org,"<a href=""http://CryptoDB.org"">access link</a>",FALSE,Yes,NA,NA,2004,2006,167,13,2
MBDC0440,EMBL-EBI CSA: Catalytic Site Atlas,http://www.ebi.ac.uk/thornton-srv/databases/CSA,"<a href=""http://www.ebi.ac.uk/thornton-srv/databases/CSA"">access link</a>",FALSE,Yes,NA,NA,2004,2014,619,6,2
MBDC0445,DEG: Database of Essential Genes,http://tubic.tju.edu.cn/deg/,"<a href=""http://tubic.tju.edu.cn/deg/"">access link</a>",FALSE,Yes,NA,NA,2004,2014,959,5,3
MBDC0446,dictyBase,http://dictybase.org,"<a href=""http://dictybase.org"">access link</a>",FALSE,Yes,NA,NA,2002,2013,320,11,6
MBDC0447,DisProt,https://disprot.org,"<a href=""https://disprot.org"">access link</a>",FALSE,Yes,NA,NA,2007,2022,815,64,4
MBDC0456,PDBe-KB : Protein Data Bank in Europe Knowledge Base,https://pdbe-kb.org,"<a href=""https://pdbe-kb.org"">access link</a>",FALSE,Yes,NA,NA,2010,2022,454,71,8
MBDC0465,FANTOM: Functional Annotation of the Mammalian Genome,https://fantom.gsc.riken.jp/,"<a href=""https://fantom.gsc.riken.jp/"">access link</a>",TRUE,Yes,NA,NA,2002,2021,183,29,5
MBDC0481,CMHD: Centre for Modeling Human Disease,http://www.cmhd.ca/sub/genetrap.asp,"<a href=""http://www.cmhd.ca/sub/genetrap.asp"">access link</a>",FALSE,Yes,NA,NA,2004,2004,26,13,1
MBDC0485,GermOnline,http://www.germonline.org,"<a href=""http://www.germonline.org"">access link</a>",TRUE,Yes,NA,NA,2004,2007,37,44,2
MBDC0487,GO: Gene Ontology,http://www.geneontology.org,"<a href=""http://www.geneontology.org"">access link</a>",FALSE,Yes,NA,NA,2004,2019,8549,193,9
MBDC0488,GrainGenes,http://www.graingenes.org,"<a href=""http://www.graingenes.org"">access link</a>",TRUE,Yes,NA,NA,2003,2003,68,4,1
MBDC0490,GtRNAdb: Genomic tRNA Database,http://gtrnadb.ucsc.edu/,"<a href=""http://gtrnadb.ucsc.edu/"">access link</a>",FALSE,Yes,NA,NA,2009,2016,823,2,2
MBDC0491,HbVar: Hemoglobin Variants,http://globin.bx.psu.edu/hbvar,"<a href=""http://globin.bx.psu.edu/hbvar"">access link</a>",FALSE,Yes,NA,NA,2004,2014,551,13,2
MBDC0495,HERVd: Human Endogenous RetroViruses database,http://herv.img.cas.cz,"<a href=""http://herv.img.cas.cz"">access link</a>",FALSE,Yes,NA,NA,2002,2004,100,6,2
MBDC0516,JASPAR,http://jaspar.genereg.net/,"<a href=""http://jaspar.genereg.net/"">access link</a>",TRUE,Yes,NA,NA,2004,2022,4527,23,9
MBDC0519,KNOTTIN,http://knottin.cbs.cnrs.fr,"<a href=""http://knottin.cbs.cnrs.fr"">access link</a>",TRUE,Yes,NA,NA,2004,2008,194,6,2
MBDC0522,LIFEdb,http://www.LIFEdb.de,"<a href=""http://www.LIFEdb.de"">access link</a>",TRUE,Yes,NA,NA,2004,2006,68,15,2
MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,"<a href=""http://mbgd.genome.ad.jp/"">access link</a>",FALSE,Yes,NA,NA,2003,2019,304,5,6
MBDC0529,miRBase,http://www.mirbase.org/,"<a href=""http://www.mirbase.org/"">access link</a>",FALSE,Yes,NA,NA,2006,2014,12616,5,4
MBDC0532,MitoProteome,http://www.mitoproteome.org/,"<a href=""http://www.mitoproteome.org/"">access link</a>",FALSE,Yes,NA,NA,2004,2004,125,4,1
MBDC0550,ORFDB: Open Reading Frame DataBase,http://orf.invitrogen.com/,"<a href=""http://orf.invitrogen.com/"">access link</a>",FALSE,Yes,NA,NA,2004,2004,17,16,1
MBDC0552,PANTHER : Protein Analysis Through Evolutionary Relationships,http://www.pantherdb.org,"<a href=""http://www.pantherdb.org"">access link</a>",TRUE,Yes,NA,NA,2003,2021,5380,12,9
MBDC0554,Pathbase,http://www.pathbase.net,"<a href=""http://www.pathbase.net"">access link</a>",FALSE,Yes,NA,NA,2004,2004,43,20,1
MBDC0556,PEDE: Pig Expression Data Explorer,http://pede.dna.affrc.go.jp/,"<a href=""http://pede.dna.affrc.go.jp/"">access link</a>",FALSE,Yes,NA,NA,2004,2007,126,9,2
MBDC0566,PRODORIC,https://www.prodoric.de,"<a href=""https://www.prodoric.de"">access link</a>",FALSE,Yes,NA,NA,2003,2022,247,10,4
MBDC0582,STRING: Search Tool for the Retrieval of Interacting Genes,http://string-db.org,"<a href=""http://string-db.org"">access link</a>",TRUE,Yes,NA,NA,2003,2021,20326,14,10
MBDC0583,SSD: Structure Superposition Database,http://ssd.rbvi.ucsf.edu,"<a href=""http://ssd.rbvi.ucsf.edu"">access link</a>",FALSE,Yes,NA,NA,2003,2003,6,5,1
MBDC0585,The USCG Genome Browser,https://genome.ucsc.edu/,"<a href=""https://genome.ucsc.edu/"">access link</a>",FALSE,Yes,NA,NA,2004,2019,2129,18,4
MBDC0591,DBTSS: DataBase of Transcriptional Start Sites,http://dbtss.hgc.jp/,"<a href=""http://dbtss.hgc.jp/"">access link</a>",FALSE,Yes,NA,NA,2002,2015,588,8,7
MBDC0599,BarleyBase,http://www.barleybase.org,"<a href=""http://www.barleybase.org"">access link</a>",FALSE,Yes,NA,NA,2005,2005,73,7,1
MBDC0602,NCBI Viral Genomes,http://www.ncbi.nlm.nih.gov/genome/viruses/,"<a href=""http://www.ncbi.nlm.nih.gov/genome/viruses/"">access link</a>",FALSE,Yes,NA,NA,2015,2015,208,4,1
MBDC0603,NCBI GEO: Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo/,"<a href=""http://www.ncbi.nlm.nih.gov/geo/"">access link</a>",FALSE,Yes,NA,NA,2002,2013,13623,17,6
MBDC0607,Gramene,https://www.gramene.org/,"<a href=""https://www.gramene.org/"">access link</a>",TRUE,Yes,NA,NA,2002,2021,877,39,8
MBDC0613,EzCatDB: Enzyme Catalytic-mechanism Database,http://ezcatdb.cbrc.jp/EzCatDB/,"<a href=""http://ezcatdb.cbrc.jp/EzCatDB/"">access link</a>",FALSE,Yes,NA,NA,2005,2015,69,8,2
MBDC0618,AGRIS: Arabidopsis Gene Regulatory Information Server,http://arabidopsis.med.ohio-state.edu/,"<a href=""http://arabidopsis.med.ohio-state.edu/"">access link</a>",FALSE,Yes,NA,NA,2011,2011,224,6,1
MBDC0619,PDBTM: Protein Data Bank TransMembrane,http://pdbtm.enzim.hu,"<a href=""http://pdbtm.enzim.hu"">access link</a>",FALSE,Yes,NA,NA,2005,2013,370,3,2
MBDC0621,VBASE2,http://www.vbase2.org,"<a href=""http://www.vbase2.org"">access link</a>",FALSE,Yes,NA,NA,2005,2005,129,4,1
MBDC0626,SNPeffect,http://snpeffect.switchlab.org,"<a href=""http://snpeffect.switchlab.org"">access link</a>",FALSE,Yes,NA,NA,2005,2012,341,8,3
MBDC0628,Oryza Tag Line,http://urgi.versailles.inra.fr/OryzaTagLine,"<a href=""http://urgi.versailles.inra.fr/OryzaTagLine"">access link</a>",FALSE,Yes,NA,NA,2008,2008,53,18,1
MBDC0633,3did: 3D Interacting Domains,http://3did.irbbarcelona.org,"<a href=""http://3did.irbbarcelona.org"">access link</a>",FALSE,Yes,NA,NA,2005,2014,455,5,4
MBDC0635,AGD: Ashbya Genome Database,http://agd.unibas.ch/,"<a href=""http://agd.unibas.ch/"">access link</a>",FALSE,Yes,NA,NA,2005,2005,17,5,1
MBDC0641,BacMap,http://bacmap.wishartlab.com/,"<a href=""http://bacmap.wishartlab.com/"">access link</a>",FALSE,Yes,NA,NA,2005,2012,50,9,2
MBDC0645,CGD: Candida Genome Database,http://www.candidagenome.org/,"<a href=""http://www.candidagenome.org/"">access link</a>",FALSE,Yes,NA,NA,2005,2014,368,10,5
MBDC0647,ChickVD,http://chicken.genomics.org.cn,"<a href=""http://chicken.genomics.org.cn"">access link</a>",FALSE,Yes,NA,NA,2005,2005,29,19,1
MBDC0651,COSMIC: Catalogue of Somatic Mutations In Cancer,https://cancer.sanger.ac.uk/cosmic,"<a href=""https://cancer.sanger.ac.uk/cosmic"">access link</a>",FALSE,Yes,NA,NA,2010,2019,5480,26,5
MBDC0662,Diatom EST: Expressed Sequence Tag Database,http://www.biologie.ens.fr/diatomics/EST3,"<a href=""http://www.biologie.ens.fr/diatomics/EST3"">access link</a>",FALSE,Yes,NA,NA,2005,2009,126,7,2
MBDC0668,NCBI Entrez Gene,http://www.ncbi.nlm.nih.gov/gene,"<a href=""http://www.ncbi.nlm.nih.gov/gene"">access link</a>",FALSE,Yes,NA,NA,2005,2011,1597,4,3
MBDC0672,GabiPD: GABI Primary Database,http://www.gabipd.org/,"<a href=""http://www.gabipd.org/"">access link</a>",FALSE,Yes,NA,NA,2009,2009,32,9,1
MBDC0680,HAGR: Human Ageing Genomic Resources,http://genomics.senescence.info,"<a href=""http://genomics.senescence.info"">access link</a>",FALSE,Yes,NA,NA,2005,2013,446,9,2
MBDC0685,H-InvDB: H-Invitational Database,http://www.h-invitational.jp/,"<a href=""http://www.h-invitational.jp/"">access link</a>",FALSE,Yes,NA,NA,2008,2013,108,138,3
MBDC0713,Organelle DB,http://organelledb.lsi.umich.edu,"<a href=""http://organelledb.lsi.umich.edu"">access link</a>",FALSE,Yes,NA,NA,2005,2007,54,5,2
MBDC0717,PDBSite,http://wwwmgs.bionet.nsc.ru/mgs/gnw/pdbsite/,"<a href=""http://wwwmgs.bionet.nsc.ru/mgs/gnw/pdbsite/"">access link</a>",FALSE,Yes,NA,NA,2005,2005,74,4,1
MBDC0730,PROPHECY: PROfiling of PHEnotypic Characteristics in Yeast,http://prophecy.lundberg.gu.se,"<a href=""http://prophecy.lundberg.gu.se"">access link</a>",FALSE,Yes,NA,NA,2005,2007,44,9,2
MBDC0734,PSORTdb,http://db.psort.org/,"<a href=""http://db.psort.org/"">access link</a>",FALSE,Yes,NA,NA,2005,2016,217,7,3
MBDC0738,RARGE: RIKEN Arabidopsis Genome Encyclopedia,http://rarge.gsc.riken.jp/,"<a href=""http://rarge.gsc.riken.jp/"">access link</a>",FALSE,Yes,NA,NA,2005,2005,67,10,1
MBDC0760,VFDB: Virulence Factor Database,http://www.mgc.ac.cn/VFs/,"<a href=""http://www.mgc.ac.cn/VFs/"">access link</a>",FALSE,Yes,NA,NA,2005,2016,1429,7,4
MBDC0763,YRC PDR: Yeast Resource Center Public Data Repository,http://www.yeastrc.org/pdr/,"<a href=""http://www.yeastrc.org/pdr/"">access link</a>",FALSE,Yes,NA,NA,2005,2005,23,3,1
MBDC0765,AthaMap,http://www.athamap.de/,"<a href=""http://www.athamap.de/"">access link</a>",TRUE,Yes,NA,NA,2004,2009,173,5,3
MBDC0779,IEDB : Immune Epitope Database,https://www.iedb.org/,"<a href=""https://www.iedb.org/"">access link</a>",FALSE,Yes,NA,NA,2010,2019,1376,11,4
MBDC0784,Vega: Vertebrate Genome Annotation,http://vega.sanger.ac.uk,"<a href=""http://vega.sanger.ac.uk"">access link</a>",TRUE,Yes,NA,NA,2005,2014,324,12,3
MBDC0785,STING,http://www.cbi.cnptia.embrapa.br,"<a href=""http://www.cbi.cnptia.embrapa.br"">access link</a>",TRUE,Yes,NA,NA,2005,2005,19,11,1
MBDC0790,TCDB: Transporter Classification Database,http://www.tcdb.org,"<a href=""http://www.tcdb.org"">access link</a>",FALSE,Yes,NA,NA,2006,2016,1524,6,4
MBDC0791,YGOB: Yeast Gene Order Browser,http://wolfe.gen.tcd.ie/ygob,"<a href=""http://wolfe.gen.tcd.ie/ygob"">access link</a>",TRUE,Yes,NA,NA,2006,2006,56,2,1
MBDC0793,CTGA: Catalogue of Transmission Genetics in Arabs,http://www.cags.org.ae,"<a href=""http://www.cags.org.ae"">access link</a>",FALSE,Yes,NA,NA,2006,2006,49,4,1
MBDC0794,CYCLONET,http://cyclonet.biouml.org,"<a href=""http://cyclonet.biouml.org"">access link</a>",FALSE,Yes,NA,NA,2007,2007,12,8,1
MBDC0795,ABS: Annotated regulatory Binding Sites,http://genome.imim.es/datasets/abs2005/index.html,"<a href=""http://genome.imim.es/datasets/abs2005/index.html"">access link</a>",FALSE,Yes,NA,NA,2006,2006,52,5,1
MBDC0803,ChimerDB,http://ercsb.ewha.ac.kr/fusiongene,"<a href=""http://ercsb.ewha.ac.kr/fusiongene"">access link</a>",FALSE,Yes,NA,NA,2006,2010,97,9,2
MBDC0808,DBTGR: Databse of Trunicate Gene Regulation,http://dbtgr.hgc.jp,"<a href=""http://dbtgr.hgc.jp"">access link</a>",FALSE,Yes,NA,NA,2006,2006,24,6,1
MBDC0812,EMAGE: Edinburgh Mouse Atlas of Gene Expression,http://www.emouseatlas.org/emage,"<a href=""http://www.emouseatlas.org/emage"">access link</a>",TRUE,Yes,NA,NA,2006,2014,257,11,4
MBDC0814,EROP-Moscow: Endogenous Regulatory OligoPeptides,http://erop.inbi.ras.ru,"<a href=""http://erop.inbi.ras.ru"">access link</a>",TRUE,Yes,NA,NA,2006,2006,70,4,1
MBDC0820,GRSDB: G-Rich Sequences Database,http://bioinformatics.ramapo.edu/GQRS,"<a href=""http://bioinformatics.ramapo.edu/GQRS"">access link</a>",FALSE,Yes,NA,NA,2006,2008,137,6,2
MBDC0828,IMG/M: Integrated Microbial Genomes & Microbiomes system,https://img.jgi.doe.gov/cgi-bin/m/main.cgi,"<a href=""https://img.jgi.doe.gov/cgi-bin/m/main.cgi"">access link</a>",FALSE,Yes,NA,NA,2006,2021,3680,18,13
MBDC0829,iMOTdb,http://caps.ncbs.res.in/imotdb/,"<a href=""http://caps.ncbs.res.in/imotdb/"">access link</a>",FALSE,Yes,NA,NA,2006,2006,2,3,1
MBDC0832,ISfinder,http://www-is.biotoul.fr,"<a href=""http://www-is.biotoul.fr"">access link</a>",FALSE,Yes,NA,NA,2006,2006,1032,5,1
MBDC0840,MODOMICS,http://modomics.genesilico.pl,"<a href=""http://modomics.genesilico.pl"">access link</a>",FALSE,Yes,NA,NA,2006,2013,990,13,3
MBDC0846,ODB: Operon DataBase,http://operondb.jp/,"<a href=""http://operondb.jp/"">access link</a>",FALSE,Yes,NA,NA,2006,2011,68,5,2
MBDC0848,OryGenesDB,http://orygenesdb.cirad.fr/index.html,"<a href=""http://orygenesdb.cirad.fr/index.html"">access link</a>",FALSE,Yes,NA,NA,2006,2009,88,10,2
MBDC0849,Panzea,http://www.panzea.org,"<a href=""http://www.panzea.org"">access link</a>",TRUE,Yes,NA,NA,2006,2008,92,14,2
MBDC0851,PeptideAtlas,http://www.peptideatlas.org/,"<a href=""http://www.peptideatlas.org/"">access link</a>",FALSE,Yes,NA,NA,2006,2006,521,10,1
MBDC0852,PHI-base: Pathogen Host Interactions database,http://www.phi-base.org,"<a href=""http://www.phi-base.org"">access link</a>",FALSE,Yes,NA,NA,2006,2015,396,10,3
MBDC0857,EMBL-EBI PRIDE: PRoteomics IDEntifications,http://www.ebi.ac.uk/pride/archive/,"<a href=""http://www.ebi.ac.uk/pride/archive/"">access link</a>",FALSE,Yes,NA,NA,2006,2016,4457,18,5
MBDC0860,RAP-DB: Rice Annotation Project Database,http://rapdb.dna.affrc.go.jp/,"<a href=""http://rapdb.dna.affrc.go.jp/"">access link</a>",FALSE,Yes,NA,NA,2006,2008,448,91,2
MBDC0865,ShiBASE,http://www.mgc.ac.cn/ShiBASE/,"<a href=""http://www.mgc.ac.cn/ShiBASE/"">access link</a>",FALSE,Yes,NA,NA,2006,2006,20,5,1
MBDC0869,snoRNA-LBME-db,http://www-snorna.biotoul.fr/,"<a href=""http://www-snorna.biotoul.fr/"">access link</a>",TRUE,Yes,NA,NA,2006,2006,348,2,1
MBDC0872,TED: Tomato Expression Database,http://ted.bti.cornell.edu,"<a href=""http://ted.bti.cornell.edu"">access link</a>",TRUE,Yes,NA,NA,2006,2011,138,11,2
MBDC0874,TIGR Maize Database,http://maize.tigr.org,"<a href=""http://maize.tigr.org"">access link</a>",TRUE,Yes,NA,NA,2006,2006,24,13,1
MBDC0875,TreeFam,http://www.treefam.org,"<a href=""http://www.treefam.org"">access link</a>",TRUE,Yes,NA,NA,2006,2014,629,19,3
MBDC0876,UCSC Archaeal Genome Browser,http://archaea.ucsc.edu,"<a href=""http://archaea.ucsc.edu"">access link</a>",FALSE,Yes,NA,NA,2006,2012,151,5,2
MBDC0890,EndoNet: Endocrine Network,http://endonet.bioinf.med.uni-goettingen.de/,"<a href=""http://endonet.bioinf.med.uni-goettingen.de/"">access link</a>",FALSE,Yes,NA,NA,2006,2008,13,8,2
MBDC0893,MACiE: Mechanism; Annotation and Classification in Enzymes,http://www.ebi.ac.uk/thornton-srv/databases/MACiE/,"<a href=""http://www.ebi.ac.uk/thornton-srv/databases/MACiE/"">access link</a>",FALSE,Yes,NA,NA,2007,2012,120,8,2
MBDC0898,Pathguide,http://pathguide.org,"<a href=""http://pathguide.org"">access link</a>",FALSE,Yes,NA,NA,2006,2006,300,3,1
MBDC0903,Super Natural,http://bioinformatics.charite.de/supernatural,"<a href=""http://bioinformatics.charite.de/supernatural"">access link</a>",FALSE,Yes,NA,NA,2006,2015,193,6,2
MBDC0909,Virus Variation Resource,http://www.ncbi.nlm.nih.gov/genomes/VirusVariation/,"<a href=""http://www.ncbi.nlm.nih.gov/genomes/VirusVariation/"">access link</a>",FALSE,Yes,NA,NA,2014,2014,35,9,1
MBDC0926,Plant Ontology Database,http://www.plantontology.org,"<a href=""http://www.plantontology.org"">access link</a>",FALSE,Yes,NA,NA,2008,2008,110,16,1
MBDC0928,DroID: Drosophila Interactions Database,http://droidb.org/,"<a href=""http://droidb.org/"">access link</a>",TRUE,Yes,NA,NA,2011,2011,131,6,1
MBDC0930,eSLDB: Eukaryotic Subcellular Localization DataBase,http://gpcr.biocomp.unibo.it/esldb/,"<a href=""http://gpcr.biocomp.unibo.it/esldb/"">access link</a>",FALSE,Yes,NA,NA,2007,2007,49,4,1
MBDC0931,OriDB,http://www.oridb.org/,"<a href=""http://www.oridb.org/"">access link</a>",FALSE,Yes,NA,NA,2007,2012,208,5,2
MBDC0934,ATTED-II: Arabidopsis thaliana trans-factor and cis-element prediction database,http://atted.jp,"<a href=""http://atted.jp"">access link</a>",TRUE,Yes,NA,NA,2007,2009,599,9,2
