article_global_id,db_id,article_id,article_year,Authors,Author.s..ID,Title,Source.title,Volume,Issue,Page.start,Page.end,Index.Keywords,Funding.Details,Funding.Text.1,Funding.Text.2,Funding.Text.3,PubMed.ID,Open.Access,citations_2016,citations_2021,nb_authors
10.1093/nar/22.17.3502,NAR9278,74,1994,Gutell R.R.,7006693029;,Collection of small subunit (16S- and 16S-like) ribosomal RNA structures: 1994,Nucleic Acids Research,22,17,3502,3507,"mitochondrial rna; nuclear rna; ribosome rna; rna 16s; article; cell nucleus; chloroplast; computer program; data base; information retrieval; mitochondrion; molecular genetics; priority journal; ribosome subunit; rna conformation; rna structure; Animal; Base Sequence; Databases, Factual; Molecular Sequence Data; Nucleic Acid Conformation; RNA; RNA, Bacterial; RNA, Fungal; RNA, Plant; RNA, Ribosomal, 16S; Support, U.S. Gov't, P.H.S.; Archaea","National Institutes of Health, NIH

National Institute of General Medical Sciences, NIGMS: R01GM048207","I wish to thank Mr Simon Damberger for helping establish our WWW server, the W.M.Keck Foundation for their generous support of RNA science on the Boulder campus, and SUN Microsystems for their timely donation of computer equipment. The author is an Associate in the Program in Evolutionary Biology of the Canadian Institute of Advanced Research. This work was supported by the NIH (GM 48207).",NA,NA,7524024,"All Open Access, Green",318,336,1
10.1093/nar/22.17.3508,NAR9113,84,1994,"Damberger S.H., Gutell R.R.",6506629705;7006693029;,A comparative database of group i intron structures,Nucleic Acids Research,22,17,3508,3510,"rna; article; computer program; data base; information retrieval; priority journal; rna conformation; rna sequence; rna structure; Base Sequence; Comparative Study; Databases, Factual; Introns; Molecular Sequence Data; Nucleic Acid Conformation; RNA, Ribosomal; Support, Non-U.S. Gov't; Support, U.S. Gov't, P.H.S.","National Institutes of Health, NIH

National Institute of General Medical Sciences, NIGMS: R01GM048207",We would like to thank Tom Cech for encouraging us to pursue this project. We acknowledge Bryn Wiser and Tom Macke for access to the programs that facilitate the generation of the structures (XRNA) and alignments (AE2). We would also like to thank the W. M. Keck Foundation for their generous support of RNA science on the Boulder campus and Sun Microsystems for the donation of computer equipment. This work was supported by grants from the NIH (GM48207) and the Colorado RNA Center to R. R. G.,NA,NA,7937050,"All Open Access, Green",119,124,2
10.1093/nar/gkm979,NAR9247,1669,2008,"Reumers J., Conde L., Medina I., Maurer-Stroh S., Van Durme J., Dopazo J., Rousseau F., Schymkowitz J.",6506033990;8695482400;57216427952;6602459149;8129990600;18133480200;7102890372;6602317244;,Joint annotation of coding and non-coding single nucleotide polymorphisms and mutations in the SNPeffect and PupaSuite databases,Nucleic Acids Research,36,SUPPL. 1,D825,D829,"chaperone; heat shock protein 70; microRNA; transcription factor; amino acid sequence; article; disease predisposition; genetic database; genetic screening; genetic variability; human; Internet; mutational analysis; nonhuman; numerical chromosome aberration; pharmacogenetics; phenotypic variation; prediction; priority journal; PupaSuite database; search engine; sequence analysis; single nucleotide polymorphism; SNPeffect database; SWISS-PROT; Amino Acid Substitution; Animals; Databases, Genetic; Genetic Diseases, Inborn; HSP70 Heat-Shock Proteins; Humans; Internet; Mice; MicroRNAs; Mutation; Polymorphism, Single Nucleotide; Proteins; Rats; RNA Splice Sites; Transcription Factors; Rattus","IUAP P6/43

IUAP6/43

Center for International Business Education and Research, University of Illinois at Urbana-Champaign, CIBER

Fonds De La Recherche Scientifique - FNRS, FNRS

Fonds Wetenschappelijk Onderzoek, FWO","The VIB Switch laboratory was supported by a grant from the Federal Office for Scientific Affairs, Belgium (IUAP P6/43) and the Fund for Scientific Research (FWO Vlaanderen), Flanders. S.M.-S. was supported by a Marie Curie Intra-European fellowship. J.V.D. was supported by a grant from the Fund for Scientific Research, Flanders. L.C. was supported by a fellowship from CeGen (Genoma España), Spain. I.M. was supported by a fellowship from CIBER, Spain. Funding to pay the Open Access publication charges for this article was provided by a grant from the Federal Office of Scientific Affairs, Belgium (IUAP6/43).",NA,NA,18086700,"All Open Access, Gold, Green",28,60,8
10.1093/nar/gkq1100,MBDC1434,2039,2011,"Robertson A.L., Bate M.A., Androulakis S.G., Bottomley S.P., Buckle A.M.",22951614000;15759254400;24398367400;7006072341;35547911900;,PolyQ: A database describing the sequence and domain context of polyglutamine repeats in proteins,Nucleic Acids Research,39,SUPPL. 1,D272,D276,"polyglutamine; amino acid sequence; article; classification; information processing; information service; PolyQ database; priority journal; protein database; protein domain; proteomics; sequence analysis; Databases, Protein; Disease; Humans; Peptides; Protein Structure, Tertiary; Proteins; Repetitive Sequences, Amino Acid; Sequence Analysis, Protein","Australian Research Council, ARC

National Health and Medical Research Council, NHMRC",This work is supported by National Health and Medical Research Council and the Australian Research Council. S.P.B. and A.M.B. are NHMRC Senior Research Fellows. Funding for open access charge: National Health and Medical Research Council (Australia).,NA,NA,21059684,"All Open Access, Gold, Green",15,17,5
10.1093/nar/gkm887,MBDC1127,1686,2008,"Dupradeau F.-Y., Cézard C., Lelong R., Stanislawiak É., Pê;cher J., Delepine J.C., Cieplak P.",6602689194;55479975700;23477678700;23478835300;23478180900;23476332200;57200127790;,"R.E.DD.B.: A database for RESP and ESP atomic charges, and force field libraries",Nucleic Acids Research,36,SUPPL. 1,D360,D367,"amino acid; monosaccharide; nucleotide; article; chemical structure; computer interface; computer program; factual database; information processing; information retrieval; Internet; molecular dynamics; priority journal; process development; reproducibility; RESP ESP Charge Database; Computational Biology; Databases, Factual; Electrostatics; Internet; Molecular Structure; User-Computer Interface","National Institutes of Health, NIH

National Institute of General Medical Sciences, NIGMS: R01GM079383","The authors of R.E.DD.B. are grateful to Professor M.-A. Fliniaux (former vice-President of Université de Picardie Jules Verne), Professor J. Rochette (Director of the UPRES EA 3901 team), to Professor P. Sonnet (Faculté de Pharmacie & UMR CNRS 6219) and to Professor D. A. Case (Department of Molecular Biology, The Scripps Research Institute, La Jolla, CA, USA) for supporting this project. We would like also to thank Mr A. Dubois, Mrs S. Lemaire (Université de Picardie Jules Verne), Mrs J. Mills and Mrs M. Dunbar (Burnham Institute for Medical Research) regarding their assistance on copyright issues. F.-Y.D. is grateful to acknowledge computer time at the Institut du Développement et des Ressources en Informatique Scientifique (IDRIS, Orsay, France) and the Centre Informatique National de l0Enseignement Supérieur (CINES, Montpellier, France). P.C. was supported by the National Institutes of Health (grant No. GM079383). Funding to pay the Open Access publication charges for this article was provided by funds obtained from the development of the R.E.D. program.",NA,NA,17962302,"All Open Access, Gold, Green",41,75,7
10.1093/nar/gkm781,NAR9248,1592,2008,"Yadav V.K., Abraham J.K., Mani P., Kulshrestha R., Chowdhury S.",23478986500;23476670500;23477450500;57191260036;35463709300;,"QuadBase: Genome-wide database of G4 DNA - Occurrence and conservation in human, chimpanzee, mouse and rat promoters and 146 microbes",Nucleic Acids Research,36,SUPPL. 1,D381,D385,"DNA; access to information; article; bacterial genetics; chimpanzee; genetic conservation; genetic database; human; human genome; information retrieval; Internet; nonhuman; orthology; priority journal; promoter region; QuadBase; transcription initiation site; Animals; Base Sequence; Conserved Sequence; Databases, Nucleic Acid; DNA; G-Quadruplexes; Genome, Bacterial; Genome, Human; Genomics; Guanine; Humans; Internet; Mice; Pan troglodytes; Promoter Regions (Genetics); Rats; Transcription Initiation Site; User-Computer Interface; Pan; Prokaryota; Rattus","Council of Scientific and Industrial Research, India, CSIR: CMM 0017",Authors acknowledge funding from CSIR—Task Force Project—CMM 0017 for the entire project. Authors also,NA,NA,17962308,"All Open Access, Gold, Green",64,100,5
10.1093/nar/gks1137,MBDC1636,2476,2013,"Wynendaele E., Bronselaer A., Nielandt J., D'Hondt M., Stalmans S., Bracke N., Verbeke F., Van De Wiele C., De Tré G., De Spiegeleer B.",37050233000;24767817800;54793440200;36491221300;54793516000;54793940200;55498683900;56233872200;6603348266;12140513300;,"Quorumpeps database: Chemical space, microbial origin and functionality of quorum sensing peptides",Nucleic Acids Research,41,D1,D655,D659,"oligopeptide; amino acid sequence; amino acid substitution; article; Bacillus subtilis; chemical structure; factual database; isoelectric point; microbial diversity; molecular weight; physical chemistry; priority journal; protein processing; quorum sensing; signal transduction; Staphylococcus aureus; Databases, Chemical; Internet; Peptides; Quorum Sensing","091241

Agentschap voor Innovatie door Wetenschap en Technologie, IWT

Universiteit Gent: BOF 01D38811, BOF 01J22510",The Special Research Fund of Ghent University [BOF 01J22510 to B.D.S. and E.W. and BOF 01D38811 to S.S.]; the Institute for the Promotion of Innovation through Science and Technology in Flanders (IWT-Vlaanderen) [091241 to M.D.]. Funding for open access charge: Own university funds.,NA,NA,23180797,"All Open Access, Gold, Green",32,74,10
10.1093/nar/gki083,NAR9249,1172,2005,"Ito Y., Arikawa K., Antonio B.A., Ohta I., Naito S., Mukai Y., Shimano A., Masukawa M., Shibata M., Yamamoto M., Ito Y., Yokoyama J., Sakai Y., Sakata K., Nagamura Y., Namiki N., Matsumoto T., Higo K., Sasaki T.",55467368900;57212336234;57214924353;7006494730;57206396113;36921478700;12789143400;6603067599;12789624000;7405310337;12789464000;56223343700;7403480275;7402050446;7006586200;7004032439;57098433800;7005800127;7407394184;,Rice Annotation Database (RAD): A contig-oriented database for map-based rice genomics,Nucleic Acids Research,33,DATABASE ISS.,D651,D655,"amino acid; complementary DNA; nucleotide; vegetable protein; contig; article; artificial chromosome; bacterial artificial chromosome; computer program; gene expression; gene sequence; gene structure; genetic analysis; genetic code; genetic database; genomics; Internet; molecular cloning; nonhuman; prediction; priority journal; rice; Rice Annotation Database; sequence homology; access to information; amino acid sequence; bioinformatics; computer prediction; expressed sequence tag; nucleotide sequence; plant genetics; species comparison; structure analysis; Chromosomes, Plant; Contig Mapping; Database Management Systems; Databases, Genetic; Genome, Plant; Genomics; Oryza sativa; User-Computer Interface; Bacteria (microorganisms)","Ministry of Agriculture, Forestry and Fisheries, MAFF: SY-1102","We gratefully acknowledge the support of all members of the Rice Genome Research Program especially Dr Kyozo Eguchi for advice and encouragement. We also appreciate the technical support of Mitsubishi Space Software Co., Ltd, and the NIAS DNA Bank for providing the server for RAD. This work was funded by a grant from the Ministry of Agriculture, Forestry and Fisheries of Japan (Rice Genome Simulator Project SY-1102).",NA,NA,15608281,"All Open Access, Bronze, Green",12,15,19
10.1093/nar/gkq1259,MBDC1411,2026,2011,"McCall M.N., Uppal K., Jaffee H.A., Zilliox M.J., Irizarry R.A.",25632345000;57223942375;6506867324;7801563214;7003534716;,The gene expression barcode: Leveraging public data repositories to begin cataloging the human and murine transcriptomes,Nucleic Acids Research,39,SUPPL. 1,D1011,D1015,"transcriptome; article; cataloging database; cell type; computer interface; Gene Expression Barcode; gene expression profiling; genetic algorithm; human; information processing; Internet; microarray analysis; mouse; nonhuman; orthology; priority journal; reliability; statistical model; tissue section; Animals; Databases, Genetic; Gene Expression Profiling; Humans; Mice; Oligonucleotide Array Sequence Analysis; Software; Murinae","National Cancer Institute, NCI: F32CA132480

National Institute of General Medical Sciences, NIGMS: R01GM083084, T32GM074906

National Center for Research Resources, NCRR: R01RR021967, UL1RR025005","National Institutes of Health, partial (GM083084, RR021967 and UL1RR025005 to R.A.I.); National Cancer Institute (CA132480 to M.J.Z.); National Institutes of Health, partial (T32GM074906 to M.N.M.). Funding for open access charge: R01GM083084.",NA,NA,21177656,"All Open Access, Gold, Green",91,133,5
10.1093/nar/gkm978,MBDC0860,1601,2008,"Tanaka T., Antonio B.A., Kikuchi S., Matsumoto T., Nagamura Y., Numa H., Sakai H., Wu J., Itoh T., Sasaki T., Aono R., Fujii Y., Habara T., Harada E., Kanno M., Kawahara Y., Kawashima H., Kubooka H., Matsuya A., Nakaoka H., Saichi N., Sanbonmatsu R., Sato Y., Shinso Y., Suzuki M., Takeda J., Tanino M., Todokoro F., Yamaguchi K., Yamamoto N., Yamasaki C., Imanishi T., Okido T., Tada M., Ikeo K., Tateno Y., Gojobori T., Lin Y.-C., Wei F.-J., Hsing Y., Zhao Q., Han B., Kramer M.R., McCombie R.W., Lonsdale D., O’donovan C.C., Whitfield E.J., Apweiler R., Koyanagi K.O., Khurana J.P., Raghuvanshi S., Singh N.K., Tyagi A.K., Haberer G., Fujisawa M., Hosokawa S., Ito Y., Ikawa H., Shibata M., Yamamoto M., Bruskiewich R.M., Hoen D.R., Bureau T.E., Namiki N., Ohyanagi H., Sakai Y., Nobushima S., Sakata K., Barrero R.A., Sato Y., Souvorov A., Smith-White B., Tatusova T., An S., An G., Oota S., Fuks G., Messing J., Christie K.R., Lieberherr D., Kim H., Zuccolo A., Wing R.A., Nobuta K., Green P.J., Lu C., Meyers B.C., Chaparro C., Piegu B., Panaud O., Echeverria M.",57201606493;57214924353;7403005321;57098433800;7006586200;15841938600;35771580300;57205486618;35378001500;55605280000;57204170204;7403409669;9839758000;8744758700;15842088000;35366597500;36779337600;15842142300;15842020700;57217787688;57194833208;23477971000;55728715400;15842372000;55757304400;35378601700;56269405500;14219690700;57207339154;37054809200;9841094500;7101939542;6506862592;7403302055;7004461101;7102750051;35370722600;35094270600;21740284300;57204170773;56612595300;56253342900;36781364000;57208450599;57196784318;57191635861;6602217765;56748814700;9842502200;7005661003;8936980600;35571877000;7202520267;8537558900;7202076506;15841599100;12789464000;15842176200;12789624000;7405310337;6603492167;8851971500;6701328093;7004032439;15841992100;7403480275;57204166702;7402050446;8880390500;56025623800;57197251408;6507526519;6701665694;7203025444;7102580545;6701761690;6603869494;7005264435;7006250539;23972799800;57206211914;11339149800;7103122467;8721759300;35584997500;56264328600;7103060543;15070312000;6506787634;6701791518;7006231561;,The Rice Annotation Project Database (RAP-DB): 2008 update,Nucleic Acids Research,36,SUPPL. 1,D1028,D1033,complementary DNA; microRNA; plant DNA; plant RNA; small interfering RNA; access to information; article; computer program; DNA flanking region; expressed sequence tag; functional genomics; gene function; gene structure; intermethod comparison; Internet; molecular cloning; mutational analysis; nonhuman; plant genetics; priority journal; publication; rice; Rice Annotation Project Database; sequence analysis; sequence database; sequence homology; transposon; validation study,"Agence Nationale de la Recherche, ANR: NT05-3 42996

Ministry of Education, Culture, Sports, Science and Technology, MEXT

National Institute of Agrobiological Sciences, NIAS","The authors thank Pankaj Jaiswal, Chengzhi Liang and Sharon Wei for the information about the positions of OMAP BAC ends, and Kumiko Suzuki and Chieko Kobayashi for their technical assistance. This work was supported by a grant from the Special Coordination Funds for Promoting Science and Technology of the Ministry of Education, Culture, Sports, Science and Technology of Japan, by a grant for the NIAS Genebank Project, and by a grant for the Project ANR OsmiR NT05-3 42996. Funding to pay the Open Access publication charges for this article was provided by National Institute of Agrobiological Sciences.",NA,NA,18089549,"All Open Access, Gold, Green",213,267,91
10.1093/nar/gkj094,MBDC0860,1297,2006,"Ohyanagi H., Tanaka T., Sakai H., Shigemoto Y., Yamaguchi K., Habara T., Fujii Y., Antonio B.A., Nagamura Y., Imanishi T., Ikeo K., Itoh T., Gojobori T., Sasaki T.",15841992100;57201606493;35771580300;15760818100;57207339154;9839758000;7403409669;57214924353;7006586200;7101939542;7004461101;35378001500;35370722600;7407394184;,The Rice Annotation Project Database (RAP-DB): hub for Oryza sativa ssp. japonica genome information.,Nucleic acids research,34,Database issue,D741,744,"article; computer interface; genetics; genome; genomics; Internet; nucleic acid database; rice; Databases, Nucleic Acid; Genome, Plant; Genomics; Internet; Oryza sativa; User-Computer Interface",NA,NA,NA,NA,16381971,"All Open Access, Gold, Green",137,181,14
10.1093/nar/gkm780,MBDC1132,1616,2008,"Wu G.-Z., Shi Q.-M., Niu Y., Xing M.-Q., Xue H.-W.",56251462300;23478476700;23478032600;24476602000;56017544800;,Shanghai RAPESEED Database: A resource for functional genomics studies of seed development and fatty acid metabolism of Brassica,Nucleic Acids Research,36,SUPPL. 1,D1044,D1047,"complementary DNA; erucic acid; fatty acid; glucosinolate; icosatetraenoic acid; linoleic acid; lipid; mesylic acid ethyl ester; oleic acid; plant DNA; vegetable protein; access to information; amino acid sequence; article; Brassica; comparative gene mapping; computer program; expressed sequence tag; fatty acid metabolism; functional genomics; gene expression profiling; genetic database; mutagenesis; nonhuman; nucleotide sequence; plant genetics; priority journal; rapeseed; seed development; seed quality; serial analysis of gene expression; Brassica; Brassica rapa; Databases, Genetic; Expressed Sequence Tags; Fatty Acids; Gene Expression Profiling; Genome, Plant; Genomics; Internet; Mutagenesis; Seeds; User-Computer Interface; Brassica; Brassica napus","2006CB101603

Chinese Academy of Sciences, CAS: 2003AA222101, KSCX2-SW-328","The studies were supported by State Key Project of Basic Research (2006CB101603), Chinese Academy of Sciences (KSCX2-SW-328) and National Hi-Tec Program (2003AA222101). We thank Liang-Jiao Xue for his help with the database construction. Funding to pay the Open Access publication charges for this article was provided by 2006CB101603.",NA,NA,17916574,"All Open Access, Gold, Green",19,21,5
10.1093/nar/gkn682,MBDC1220,1853,2009,"Keerthikumar S., Raju R., Kandasamy K., Hijikata A., Ramabadran S., Balakrishnan L., Ahmed M., Rani S., Selvan L.D.N., Somanathan D.S., Ray S., Bhattacharjee M., Gollapudi S., Ramachandra Y.L., Bhadra S., Bhattacharyya C., Imai K., Nonoyama S., Kanegane H., Miyawaki T., Pandey A., Ohara O., Mohan S.",25932134600;7005192923;16245459100;7003735223;25932380100;25931953900;57196745068;57196694368;25932379200;25932386800;55919126100;25932084300;25932051800;16053163200;25932097500;6701703652;7403639467;7006906788;7007063398;7101825943;55774919500;55697249300;8703517400;,RAPID: Resource of Asian Primary Immunodeficiency Diseases,Nucleic Acids Research,37,SUPPL. 1,D863,D867,"messenger RNA; access to information; article; Asia; biomedicine; gene expression; gene expression profiling; gene mutation; gene sequence; gene structure; genetic database; genetic variability; human; immune deficiency; immune system; Internet; medical research; microarray analysis; mutational analysis; nonhuman; prediction; priority journal; protein protein interaction; Animals; Asia; Databases, Genetic; Gene Expression Profiling; Humans; Immunologic Deficiency Syndromes; Mice; Mutation; Proteins; RNA, Messenger","Ministry of Education, Culture, Sports, Science and Technology, MEXT","The Special Coordination Funds for promoting Science and Technology, from the Ministry of Education, Culture, Sports, and Science of Japan. Funding for open access charge: RIKEN Research Center for Allergy and Immunology.",NA,NA,18842635,"All Open Access, Gold, Green",25,31,23
10.1093/nar/gki014,MBDC0738,1098,2005,"Sakurai T., Satou M., Akiyama K., Iida K., Seki M., Kuromori T., Ito T., Konagaya A., Toyoda T., Shinozaki K.",7402914416;7102203489;35426522000;36872132700;7402040474;6603355892;7410330072;7003590449;7201723948;22939092300;,RARGE: A large-scale database of RIKEN Arabidopsis resources ranging from transcriptome to phenome,Nucleic Acids Research,33,DATABASE ISS.,D647,D650,"complementary DNA; transcriptome; Arabidopsis protein; transcriptome; access to information; Arabidopsis; article; DNA microarray; gene expression; genetic database; Internet; molecular cloning; nonhuman; priority journal; promoter region; RIKEN Arabidopsis Genome Encyclopedia; sequence homology; transposon; bioinformatics; computer interface; DNA isolation; expressed sequence tag; information processing; plant genetics; Arabidopsis; Databases, Genetic; DNA Transposable Elements; DNA, Complementary; Gene Expression Profiling; Genome, Plant; Genomics; Mutation; Oligonucleotide Array Sequence Analysis; Phenotype; Promoter Regions (Genetics); Software; Transcription, Genetic; Arabidopsis",NA,NA,NA,NA,15608280,"All Open Access, Bronze, Green",60,67,10
10.1093/nar/gki125,MBDC0625,1076,2005,"Petersen G., Johnson P., Andersson L., Klinga-Levan K., Gómez-Fabre P.M., Ståhl F.",8982527200;55475396100;57198285844;7004157501;6602394616;7103019581;,RatMap - Rat genome tools and data,Nucleic Acids Research,33,DATABASE ISS.,D492,D494,"DNA marker; DNA; article; comparative gene mapping; computer program; exon; gene number; genetic database; genetic identification; genetic linkage; genetic trait; human; information processing; intron; karyotype; mouse; nomenclature; nonhuman; polymorphic locus; priority journal; quantitative trait locus; rat; RatMap; animal genetics; gene mapping; gene sequence; genetic marker; genome; Internet; RatMap database; Animals; Chromosome Mapping; Chromosomes, Artificial, Bacterial; Database Management Systems; Databases, Nucleic Acid; Genome; Genomics; Quantitative Trait Loci; Rats; Terminology; Animalia","Cancerfonden

Medicinska Forskningsrådet, MFR","RatMap is supported by the Swedish Medical Research Council, the SWEGENE Foundation, the Sven and Lilly Lawski Foundation, the Royal Society of Arts and Sciences in Göteborg, the Swedish Cancer Society, the Erik Philip-Sörensen Foundation, the Wilhelm and Martina Lundgren Research Foundation and the Royal Hvitfeldtska Foundation.",NA,NA,15608244,"All Open Access, Bronze, Green",9,10,6
10.1093/nar/gkq1069,MBDC1440,2059,2011,"Cook K.B., Kazan H., Zuberi K., Morris Q., Hughes T.R.",55799067800;35094213400;36547230700;57209459106;34975073500;,RBPDB: A database of RNA-binding specificities,Nucleic Acids Research,39,SUPPL. 1,D301,D308,"RNA binding protein; article; binding site; computer interface; immunoprecipitation; information processing; metazoon; priority journal; protein database; protein domain; protein motif; regulatory sequence; RNA Binding Protein Database; RNA sequence; RNA structure; transcription regulation; web browser; Animals; Binding Sites; Caenorhabditis elegans Proteins; Databases, Protein; Drosophila Proteins; Humans; Mice; Protein Structure, Tertiary; RNA, Messenger; RNA-Binding Proteins; Sequence Analysis, RNA; Metazoa","National Institutes of Health, NIH: 1R01HG00570

National Human Genome Research Institute, NHGRI: R01HG005700

Canadian Institutes of Health Research, CIHR: MOP-49451, MOP-93671

Natural Sciences and Engineering Research Council of Canada, NSERC",Canadian Institutes of Health Research (MOP-93671 to T.R.H. and Q.M.; MOP-49451 to T.R.H.); National Institutes of Health (1R01HG00570 to T.R.H.); Natural Sciences and Engineering Research Council of Canada CGS-M (to K.C.). Funding for open access charge: Canadian Institutes of Health Research.,NA,NA,21036867,"All Open Access, Gold, Green",117,284,5
10.1093/nar/29.1.246,MBDC0232,631,2001,"Bakheet T., Frevel M., Williams B.R.G., Greer W., Khabar K.S.A.",6506033279;6602684199;7404502964;7006588524;7003517019;,ARED: Human AU-rich element-containing mRNA database reveals an unexpectedly diverse functional repertoire of encoded proteins,Nucleic Acids Research,29,1,246,254,adenine; adenosine phosphate; messenger RNA; protein; uracil; uridine phosphate; 3' untranslated region; analytic method; article; cluster analysis; controlled study; data base; gene function; genetic code; genetic disorder; human; nucleotide sequence; priority journal; RNA sequence; unindexed sequence,NA,NA,NA,NA,11125104,"All Open Access, Bronze, Green",296,333,5
10.1093/nar/gkg023,MBDC0232,844,2003,"Bakheet T., Williams B.R.G., Khabar K.S.A.",6506033279;7404502964;7003517019;,ARED 2.0: An update of AU-rich element mRNA database,Nucleic Acids Research,31,1,421,423,"adenosine phosphate; messenger RNA; uridine phosphate; 3' untranslated region; access to information; Adenylate Uridylate (AU)-Rich Element Database; bioinformatics; computer system; consensus sequence; controlled study; GenBank; gene function; genetic code; human; Internet; LocusLink; nonhuman; nucleic acid database; nucleotide sequence; priority journal; protein function; RefSeq; review; sequence database; sequence homology; UniGene; 3' Untranslated Regions; Adenine; Animals; Consensus Sequence; Databases, Nucleic Acid; Humans; Internet; Mice; Regulatory Sequences, Nucleic Acid; RNA Stability; RNA, Messenger; Software; Uracil","Cleveland Clinic Foundation

King Faisal Specialist Hospital and Research Centre: 3Department","1Department of Biostatistics, Epidemiology, and Scientific Computing (Bioinformatics Section), 2Department of Biological and Medical Research, King Faisal Specialist Hospital and Research Center, Riyadh 11211, Saudi Arabia and 3Department of Cancer Biology, Lerner Research Institute, Cleveland Clinic Foundation, Cleveland, OH 44195, USA",NA,NA,12520039,"All Open Access, Green",131,144,3
10.1093/nar/gkj052,MBDC0232,1314,2006,"Bakheet T., Williams B.R., Khabar K.S.",6506033279;7404502964;7003517019;,ARED 3.0: the large and diverse AU-rich transcriptome.,Nucleic acids research,34,Database issue,D111,114,"adenine; messenger RNA; uracil; 3' untranslated region; article; biology; chemistry; computer interface; expressed sequence tag; genetic transcription; genome; genomics; human; Internet; metabolism; nucleic acid database; 3' Untranslated Regions; Adenine; Computational Biology; Databases, Nucleic Acid; Expressed Sequence Tags; Genome, Human; Genomics; Humans; Internet; RNA, Messenger; Transcription, Genetic; Uracil; User-Computer Interface; MLCS; MLOWN",NA,NA,NA,NA,16381826,"All Open Access, Gold, Green",214,259,3
10.1093/nar/gkg039,MBDC0243,853,2003,"Cole J.R., Chai B., Marsh T.L., Farris R.J., Wang Q., Kulam S.A., Chandra S., McGarrell D.M., Schmidt T.M., Garrity G.M., Tiedje J.M.",7403376690;7101621758;7101898021;7102208081;57001826300;12788776800;57199285972;7801384056;57200197912;6701707225;7102334551;,The Ribosomal Database Project (RDP-II): Previewing a new autoaligner that allows regular updates and the new prokaryotic taxonomy,Nucleic Acids Research,31,1,442,443,"ribosome RNA; automation; computer program; controlled study; e-mail; eukaryote; Internet; medical research; nucleic acid database; nucleic acid probe; phylogeny; priority journal; prokaryote; restriction fragment length polymorphism; review; Ribosomal Database Project II; RNA sequence; sequence alignment; sequence analysis; sequence homology; taxonomy; Animals; Archaea; Bacteria; Databases, Nucleic Acid; Eukaryotic Cells; Phylogeny; Prokaryotic Cells; RNA, Archaeal; RNA, Bacterial; RNA, Ribosomal; Sequence Alignment; Sequence Analysis, RNA; Software; Bacteria (microorganisms); Eukaryota; Prokaryota",NA,NA,NA,NA,12520046,"All Open Access, Bronze, Green",1054,1182,11
10.1093/nar/28.1.173,MBDC0243,491,2000,"Maidak B.L., Cole J.R., Lilburn T.G., Parker Jr. C.T., Saxman P.R., Stredwick J.M., Garrity G.M., Li B., Olsen G.J., Pramanik S., Schmidt T.M., Tiedje J.M.",6602500322;7403376690;6602880137;7402174545;6506065272;55235667500;6701707225;55628528081;7201728472;7006048092;57200197912;7102334551;,The RDP (Ribosomal Database Project) continues,Nucleic Acids Research,28,1,173,174,ribosome RNA; data base; Japan; phylogeny; priority journal; prokaryote; restriction fragment length polymorphism; RNA sequence; short survey; United States; Prokaryota,NA,NA,NA,NA,10592216,"All Open Access, Bronze, Green",450,484,12
10.1093/nar/29.1.173,MBDC0243,597,2001,"Maidak B.L., Cole J.R., Lilburn T.G., Parker Jr. C.T., Saxman P.R., Farris R.J., Garrity G.M., Olsen G.J., Schmidt T.M., Tiedje J.M.",6602500322;7403376690;6602880137;7402174545;6506065272;7102208081;6701707225;7201728472;57200197912;7102334551;,The RDP-II (Ribosomal Database Project),Nucleic Acids Research,29,1,173,174,ribosome RNA; article; automation; chimera; computer system; data analysis; data base; eukaryote; Internet; Japan; mitochondrion; phylogeny; priority journal; prokaryote; restriction fragment length polymorphism; ribosome; RNA probe; RNA sequence; taxonomy; Eukaryota; Prokaryota,NA,NA,NA,NA,11125082,"All Open Access, Green",1083,1166,10
10.1093/nar/gki038,MBDC0243,1057,2005,"Cole J.R., Chai B., Farris R.J., Wang Q., Kulam S.A., McGarrell D.M., Garrity G.M., Tiedje J.M.",7403376690;7101621758;7102208081;57001826300;12788776800;7801384056;6701707225;7102334551;,The Ribosomal Database Project (RDP-II): Sequences and tools for high-throughput rRNA analysis,Nucleic Acids Research,33,DATABASE ISS.,D294,D296,"bacterial RNA; small subunit ribosomal RNA; bacterial RNA; protein subunit; ribosome RNA; article; e-mail; factual database; high throughput screening; Internet; phylogeny; priority journal; Ribosomal Database Project; RNA analysis; RNA sequence; taxonomy; access to information; genetic database; high throughput screening; information processing; medical research; nonhuman; sequence analysis; Databases, Nucleic Acid; DNA Probes; DNA, Ribosomal; Genes, rRNA; RNA, Bacterial; RNA, Ribosomal; Sequence Alignment; Sequence Analysis, DNA; Software; Bacteria (microorganisms)","National Science Foundation, NSF: DBI-0328255","We thank several individuals for their past contributions: Robin Gutell (and his colleagues), Chuck Parker, Paul Saxman, Bonnie Maidak, Tim Lilburn, Niels Larsen, Tom Macke, Michael J. McCaughey, Ross Overbeek, Sakti Pramanik, Scott Dawson, Mitch L. Sogin, Gary Olsen and Carl Woese. The RDP is supported through US DOE OBER/NIH grant DE-FG02-99ER62848 and NSF grant DBI-0328255.",NA,NA,15608200,"All Open Access, Green",946,1169,8
