db_id,resource_name,current_access,link_HTML,available_2016,unavailable_message_2016,available_update_date_2016,notes_2016,nb_articles_2016,total_citation_2016,total_citation_2021,year_first_publication,year_last_publication
MBDC1546,RecountDB,http://recountdb.cbrc.jp,"<a href=""http://recountdb.cbrc.jp"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,0,NA,2012,2012
MBDC1128,REDfly,http://redfly.ccr.buffalo.edu/,"<a href=""http://redfly.ccr.buffalo.edu/"">access link</a>",yes,not_applicable,2017,not_applicable,2,142,198,2008,2011
MBDC0428,CCDB: CyberCell Database,http://redpoll.pharmacy.ualberta-ca/CCDB,"<a href=""http://redpoll.pharmacy.ualberta-ca/CCDB"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,131,152,2004,2004
MBDC0783,REFOLD database,http://refold.med.monash.edu.au,"<a href=""http://refold.med.monash.edu.au"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,31,35,2006,2006
MBDC1329,RegPhos,http://RegPhos.mbc.nctu.edu.tw,"<a href=""http://RegPhos.mbc.nctu.edu.tw"">access link</a>",yes,not_applicable,unknown,not_applicable,1,32,52,2011,2011
MBDC1342,RegPrecise,http://regprecise.lbl.gov,"<a href=""http://regprecise.lbl.gov"">access link</a>",no,service unavailable,not_applicable,not_applicable,1,108,137,2010,2010
MBDC0947,RegTransBase,http://regtransbase.lbl.gov,"<a href=""http://regtransbase.lbl.gov"">access link</a>",yes,not_applicable,2012,Examples dates; example of last update is 2012 but paper is 2013,1,61,69,2007,2007
MBDC0116,RegulonDB,http://regulondb.ccg.unam.mx,"<a href=""http://regulondb.ccg.unam.mx"">access link</a>",yes,not_applicable,2016,not_applicable,10,1357,1971,1998,2016
MBDC1441,REPAIRtoire,http://repairtoire.genesilico.pl/,"<a href=""http://repairtoire.genesilico.pl/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,18,39,2011,2011
MBDC1691,RepeatsDB,http://repeatsdb.bio.unipd.it/,"<a href=""http://repeatsdb.bio.unipd.it/"">access link</a>",yes,not_applicable,2016,not_applicable,1,23,45,2014,2014
MBDC1442,RepTar,http://reptar.ekmd.huji.ac.il,"<a href=""http://reptar.ekmd.huji.ac.il"">access link</a>",yes,not_applicable,2010,not_applicable,1,26,40,2011,2011
MBDC0949,KBERG: KnowledgeBase for Estrogen Responsive Genes,http://research.i2r.a-star.edu.sg/kberg,"<a href=""http://research.i2r.a-star.edu.sg/kberg"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,9,10,2007,2007
NAR9011,ANTIMIC,http://research.i2r.a-star.edu.sg/Templar/DB/ANTIMIC/,"<a href=""http://research.i2r.a-star.edu.sg/Templar/DB/ANTIMIC/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,97,113,2004,2004
MBDC0630,RNAdb,http://research.imb.uq.edu.au/RNAdb,"<a href=""http://research.imb.uq.edu.au/RNAdb"">access link</a>",yes,not_applicable,2012,"Access - Archived; Service Status; In June 2012, the RNAdb 2.0 database was officially retired.",2,221,250,2005,2007
MBDC1876,NHGRI CRISPRz,http://research.nhgri.nih.gov/CRISPRz/,"<a href=""http://research.nhgri.nih.gov/CRISPRz/"">access link</a>",yes,not_applicable,2016,not_applicable,1,4,28,2016,2016
MBDC0170,Homeodomain Resource,http://research.nhgri.nih.gov/homeodomain/,"<a href=""http://research.nhgri.nih.gov/homeodomain/"">access link</a>",yes,not_applicable,2016,not_applicable,4,58,62,1999,2003
MBDC1640,ZInC: Zebrafish Insertion Collection,http://research.nhgri.nih.gov/ZInC/,"<a href=""http://research.nhgri.nih.gov/ZInC/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,17,24,2013,2013
MBDC0806,CyBase,http://research1t.imb.uq.edu.au/cybase,"<a href=""http://research1t.imb.uq.edu.au/cybase"">access link</a>",no,not found,not_applicable,not_applicable,2,196,305,2006,2008
MBDC0382,Rfam,http://rfam.xfam.org,"<a href=""http://rfam.xfam.org"">access link</a>",yes,not_applicable,2017,not_applicable,6,2519,4015,2003,2015
MBDC0093,RGD: Rat Genome Database,http://rgd.mcw.edu,"<a href=""http://rgd.mcw.edu"">access link</a>",yes,not_applicable,2017,not_applicable,5,292,436,2002,2015
NAR9252,RGKbase: Rice Genome Knowledgebase,http://rgkbase.big.ac.cn/RGKbase/,"<a href=""http://rgkbase.big.ac.cn/RGKbase/"">access link</a>",yes,not_applicable,2012,not_applicable,1,10,20,2013,2013
MBDC0573,RPG: Ribosomal Protein Gene database,http://ribosome.miyazaki-med.ac.jp/,"<a href=""http://ribosome.miyazaki-med.ac.jp/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,87,115,2004,2004
MBDC1198,RiceGeneThresher,http://rice.kps.ku.ac.th,"<a href=""http://rice.kps.ku.ac.th"">access link</a>",yes,not_applicable,unknown,Interface; V2 not available but V1 is and check out the little threasher annomation,1,8,9,2009,2009
MBDC0737,TIGR Rice Genome Annotation Resource,http://rice.tigr.org,"<a href=""http://rice.tigr.org"">access link</a>",no,related generic reseach institution site redirect,not_applicable,not_applicable,2,653,892,2003,2007
MBDC1660,RiceFREND: Functionally Related gene Expression Network Database,http://ricefrend.dna.affrc.go.jp/,"<a href=""http://ricefrend.dna.affrc.go.jp/"">access link</a>",yes,not_applicable,2012,not_applicable,1,28,75,2013,2013
MBDC0336,RiceGAAS,http://RiceGAAS.dna.affrc.go.jp/,"<a href=""http://RiceGAAS.dna.affrc.go.jp/"">access link</a>",yes,not_applicable,unknown,"Service Status; THIS WEB SITE WILL BE CLOSED IN MARCH, 2017.",1,102,112,2002,2002
NAR9255,RiceWiki,http://ricewiki.big.ac.cn,"<a href=""http://ricewiki.big.ac.cn"">access link</a>",yes,not_applicable,2016,not_applicable,1,4,15,2014,2014
MBDC1443,RiceXPro,http://ricexpro.dna.affrc.go.jp/,"<a href=""http://ricexpro.dna.affrc.go.jp/"">access link</a>",yes,not_applicable,unknown,not_applicable,2,169,353,2011,2013
MBDC0418,BGI-RIS: Beijing Genomics Institute Rice Information System,http://rise.genomics.org.cn/,"<a href=""http://rise.genomics.org.cn/"">access link</a>",yes,not_applicable,2010,not_applicable,1,79,96,2004,2004
MBDC0861,RMD: Rice Mutant Database,http://rmd.ncpgr.cn,"<a href=""http://rmd.ncpgr.cn"">access link</a>",yes,not_applicable,unknown,not_applicable,1,110,161,2006,2006
MBDC0245,RNAMDB: RNA Modification Database,http://rna-mdb.cas.albany.edu/RNAmods/,"<a href=""http://rna-mdb.cas.albany.edu/RNAmods/"">access link</a>",no,can't be reached,not_applicable,not_applicable,5,621,954,1996,2011
MBDC1395,AREsite: AU-Rich Elements,http://rna.tbi.univie.ac.at/AREsite,"<a href=""http://rna.tbi.univie.ac.at/AREsite"">access link</a>",yes,not_applicable,unknown,not_applicable,2,90,163,2011,2016
MBDC1349,NNDB: Nearest Neighbor Database,http://rna.urmc.rochester.edu/NNDB,"<a href=""http://rna.urmc.rochester.edu/NNDB"">access link</a>",yes,not_applicable,2011,not_applicable,1,118,271,2010,2010
MBDC1766,RNAcentral,http://rnacentral.org,"<a href=""http://rnacentral.org"">access link</a>",yes,not_applicable,2017,not_applicable,1,5,75,2015,2015
MBDC1681,RADAR: Rigorously Annotated Database of A-to-i RNA editing,http://RNAedit.com,"<a href=""http://RNAedit.com"">access link</a>",yes,not_applicable,2014,not_applicable,1,61,273,2014,2014
MBDC1129,RNA FRABASE,http://rnafrabase.ibch.poznan.pl,"<a href=""http://rnafrabase.ibch.poznan.pl"">access link</a>",yes,not_applicable,2016,not_applicable,1,30,53,2008,2008
MBDC1130,RNAJunction,http://rnajunction.abcc.ncifcrf.gov/,"<a href=""http://rnajunction.abcc.ncifcrf.gov/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,85,120,2008,2008
MBDC1764,GBshape,http://rohslab.cmb.usc.edu/GBshape/,"<a href=""http://rohslab.cmb.usc.edu/GBshape/"">access link</a>",yes,not_applicable,2016,not_applicable,1,9,31,2015,2015
MBDC1679,TFBSshape: Transcription Factor Binding Sites,http://rohslab.cmb.usc.edu/TFBSshape/,"<a href=""http://rohslab.cmb.usc.edu/TFBSshape/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,41,84,2014,2014
NAR9261,RSNPBase,http://rsnp.psych.ac.cn/ ,"<a href=""http://rsnp.psych.ac.cn/ "">access link</a>",yes,not_applicable,unknown,not_applicable,1,36,81,2014,2014
NAR9262,RTCGD,http://RTCGD.ncifcrf.gov,"<a href=""http://RTCGD.ncifcrf.gov"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,239,279,2004,2004
MBDC0757,TRED: Transcriptional Regulatory Element Database,http://rulai.cshl.edu/TRED,"<a href=""http://rulai.cshl.edu/TRED"">access link</a>",yes,not_applicable,unknown,not_applicable,2,280,400,2005,2007
MBDC1729,rVarBase,http://rv.psych.ac.cn,"<a href=""http://rv.psych.ac.cn"">access link</a>",yes,not_applicable,unknown,not_applicable,1,1,28,2016,2016
MBDC1516,SABIO-RK,http://sabio.h-its.org/,"<a href=""http://sabio.h-its.org/"">access link</a>",yes,not_applicable,2017,not_applicable,1,63,135,2012,2012
NAR9265,SALAD database,http://salad.dna.affrc.go.jp/salad/,"<a href=""http://salad.dna.affrc.go.jp/salad/"">access link</a>",yes,not_applicable,2012,not_applicable,1,35,53,2010,2010
MBDC0331,MODBASE,http://salilab.org/modbase,"<a href=""http://salilab.org/modbase"">access link</a>",yes,not_applicable,2013,not_applicable,7,802,1086,2000,2014
MBDC1217,CPDB: Circular Permutation Database,http://sarst.life.nthu.edu.tw/cpdb,"<a href=""http://sarst.life.nthu.edu.tw/cpdb"">access link</a>",yes,not_applicable,unknown,not_applicable,1,32,43,2009,2009
MBDC0413,ArchDB,http://sbi.imim.es/archdb,"<a href=""http://sbi.imim.es/archdb"">access link</a>",yes,not_applicable,2014,not_applicable,2,66,86,2004,2014
MBDC1882,SBR-Blood,http://sbrblood.nhgri.nih.gov,"<a href=""http://sbrblood.nhgri.nih.gov"">access link</a>",yes,not_applicable,unknown,not_applicable,1,0,2,2016,2016
MBDC1219,SchistoDB,http://SchistoDB.net,"<a href=""http://SchistoDB.net"">access link</a>",yes,not_applicable,2017,not_applicable,2,86,108,2009,2013
MBDC1444,RIKEN Mammals,http://scinets.org/db/mammal,"<a href=""http://scinets.org/db/mammal"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,15,16,2011,2011
MBDC1330,SCLD: Stem Cell Lineage Database,http://scld.mcb.uconn.edu,"<a href=""http://scld.mcb.uconn.edu"">access link</a>",no,not found,not_applicable,not_applicable,1,3,4,2011,2011
MBDC0255,SCOPe,http://scop.berkeley.edu,"<a href=""http://scop.berkeley.edu"">access link</a>",yes,not_applicable,2015,"Funding; Honest; SCOPe Funding Alert: SCOPe support from the NIH ended in April 2016. John-Marc Chandonia is the primary maintainer and has continued to develop SCOPe using vacation time. Three proposals to the NIH for continued funding have been unsuccessful. If our current NIH proposal is not funded, SCOPe will shut down permanently in Summer 2017 as Dr. Chandonia will need to seek a new position.",1,97,368,2014,2014
MBDC0282,SCOP: Structural Classification of Proteins,http://scop2.mrc-lmb.cam.ac.uk/,"<a href=""http://scop2.mrc-lmb.cam.ac.uk/"">access link</a>",yes,not_applicable,2013,"Naming; harmonized with scop since expending and replacing "" SCOP2 is a successor to the Structural Classification of Proteins … SCOP""",7,2578,2722,1997,2014
NAR9267,SCOR: Structural Classification of RNA,http://scor.lbl.gov,"<a href=""http://scor.lbl.gov"">access link</a>",no,can't be reached,not_applicable,not_applicable,2,154,175,2002,2004
MBDC0460,ERGDB: Estrogen Responsive Genes Database,http://sdmc.i2r.a-star.edu.sg/ergdb/cgi-bin/explore.pl,"<a href=""http://sdmc.i2r.a-star.edu.sg/ergdb/cgi-bin/explore.pl"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,63,73,2004,2004
NAR9086,FIMM,http://sdmc.krdl.org.sg:8080/fimm,"<a href=""http://sdmc.krdl.org.sg:8080/fimm"">access link</a>",no,can't be reached,not_applicable,not_applicable,2,64,70,2000,2002
MBDC1838,SEA: Super Enhancer Archive,http://sea.edbc.org,"<a href=""http://sea.edbc.org"">access link</a>",yes,not_applicable,2015,not_applicable,1,2,61,2016,2016
MBDC1517,Selectome,http://selectome.unil.ch/,"<a href=""http://selectome.unil.ch/"">access link</a>",yes,not_applicable,2017,not_applicable,2,38,70,2009,2014
MBDC0184,ORDB: Olfactory Receptor Database,http://senselab.med.yale.edu/senselab/ordb,"<a href=""http://senselab.med.yale.edu/senselab/ordb"">access link</a>",yes,not_applicable,2015,not_applicable,3,84,94,1999,2002
NAR9123,HemaExplorer,http://servers.binf.ku.dk/hema-explorer,"<a href=""http://servers.binf.ku.dk/hema-explorer"">access link</a>",no,not found,not_applicable,not_applicable,1,33,60,2013,2013
MBDC1621,SEVA: Standard European Vector Architecture,http://seva.cnb.csic.es,"<a href=""http://seva.cnb.csic.es"">access link</a>",yes,not_applicable,unknown,not_applicable,2,103,421,2013,2015
MBDC1708,SFLD: Structure Function Linkage Database,http://sfld.rbvi.ucsf.edu/,"<a href=""http://sfld.rbvi.ucsf.edu/"">access link</a>",yes,not_applicable,unknown,Examples dates; database that lived before the publication date and is updated,1,54,140,2014,2014
NAR9270,SGCEdb: Structural Fenomics focusing on Caenorhabditis Elegans database,http://sgce.cbse.uab.edu,"<a href=""http://sgce.cbse.uab.edu"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,2,2,2006,2006
MBDC1894,SIDER: SIDe Effect Resource,http://sideeffects.embl.de,"<a href=""http://sideeffects.embl.de"">access link</a>",yes,not_applicable,2015,not_applicable,1,8,382,2016,2016
MBDC1857,SIGNOR: IGnaling Network Open Resource,http://signor.uniroma2.it,"<a href=""http://signor.uniroma2.it"">access link</a>",yes,not_applicable,unknown,not_applicable,1,3,118,2016,2016
MBDC1586,SINEBase,http://sines.eimb.ru,"<a href=""http://sines.eimb.ru"">access link</a>",yes,not_applicable,2017,not_applicable,1,24,69,2013,2013
MBDC1162,siRecords,http://siRecords.umn.edu/siRecords,"<a href=""http://siRecords.umn.edu/siRecords"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,16,22,2009,2009
MBDC0629,siRNAdb,http://siRNA.cgb.ki.se,"<a href=""http://siRNA.cgb.ki.se"">access link</a>",yes,not_applicable,unknown,Access - Failure Notes; partially broke,1,39,51,2005,2005
MBDC1010,SISYPHUS,http://sisyphus.mrc-cpe.cam.ac.uk,"<a href=""http://sisyphus.mrc-cpe.cam.ac.uk"">access link</a>",yes,not_applicable,2006,not_applicable,1,54,66,2007,2007
MBDC0218,SMART: Simple Modular Architecture Research Tool,http://smart.embl.de/,"<a href=""http://smart.embl.de/"">access link</a>",yes,not_applicable,unknown,not_applicable,8,4606,6308,1999,2015
MBDC1139,SMD: Stanford Microarray Database,http://smd.stanford.edu/,"<a href=""http://smd.stanford.edu/"">access link</a>",no,can't be reached,not_applicable,not_applicable,4,586,643,2003,2009
MBDC1133,SmedGD: Schmidtea mediterranea Genome Database,http://smedgd.neuro.utah.edu,"<a href=""http://smedgd.neuro.utah.edu"">access link</a>",yes,not_applicable,unknown,not_applicable,1,179,225,2008,2008
NAR9279,Snap: Single Nucleotide Polymorphism Annotation Platform,http://snap.humgen.au.dk/,"<a href=""http://snap.humgen.au.dk/"">access link</a>",no,can't be reached,not_applicable,Mirror fail; ; http://snap.genomics.org.cn/ can't be reached,1,29,31,2007,2007
NAR9281,SNP Cnsortium Website,http://snp.cshl.org,"<a href=""http://snp.cshl.org"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,111,133,2003,2003
MBDC0517,JSNP: Japanese Single Nucleotide Polymorphism,http://snp.ims.u-tokyo.ac.jp/,"<a href=""http://snp.ims.u-tokyo.ac.jp/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,214,229,2002,2002
MBDC0579,SNP500Cancer,http://snp500cancer.nci.nih.gov,"<a href=""http://snp500cancer.nci.nih.gov"">access link</a>",no,related generic government site redirect,not_applicable,not_applicable,2,1649,404,2004,2006
MBDC0626,SNPeffect,http://snpeffect.switchlab.org,"<a href=""http://snpeffect.switchlab.org"">access link</a>",yes,not_applicable,unknown,not_applicable,3,198,341,2005,2012
MBDC1288,TcSNP,http://snps.tcruzi.org,"<a href=""http://snps.tcruzi.org"">access link</a>",yes,not_applicable,2012,not_applicable,1,14,16,2009,2009
MBDC1624,WDDD: Worm Developmental Dynamics Database,http://so.qbic.riken.jp/wddd/,"<a href=""http://so.qbic.riken.jp/wddd/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,5,19,2013,2013
MBDC1331,SGN: Sol Genomics Network,http://solgenomics.net,"<a href=""http://solgenomics.net"">access link</a>",yes,not_applicable,2017,not_applicable,2,186,451,2011,2015
MBDC0358,SOURCE,http://source.stanford.edu,"<a href=""http://source.stanford.edu"">access link</a>",yes,not_applicable,2015,not_applicable,1,333,346,2003,2003
MBDC0919,SoyBase,http://soybase.org,"<a href=""http://soybase.org"">access link</a>",yes,not_applicable,2017,not_applicable,1,100,295,2010,2010
MBDC0870,SoyGD: Soybean Genome Database,http://soybeangenome.siu.edu,"<a href=""http://soybeangenome.siu.edu"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,48,62,2006,2006
MBDC1746,SoyKB: Soybean Knowledge Base,http://soykb.org,"<a href=""http://soykb.org"">access link</a>",no,service unavailable,not_applicable,not_applicable,1,23,59,2014,2014
MBDC1291,SpBase,http://spbase.org/,"<a href=""http://spbase.org/"">access link</a>",yes,not_applicable,2017,not_applicable,1,82,149,2009,2009
MBDC0745,SPD: Secreted Protein Database,http://spd.cbi.pku.edu.cn,"<a href=""http://spd.cbi.pku.edu.cn"">access link</a>",yes,not_applicable,2006,"Funding; Service Status; Thank you for your interest using this database. Due to the limited resource, the SPD database has not been updated since July 06, 2006.",1,103,143,2005,2005
MBDC0041,PlantCARE,http://sphinx.rug.ac.be:8080/PlantCARE/,"<a href=""http://sphinx.rug.ac.be:8080/PlantCARE/"">access link</a>",no,can't be reached,not_applicable,not_applicable,2,1075,2511,1999,2002
MBDC0746,SpliceInfo,http://SpliceInfo.mbc.NCTU.edu.tw/,"<a href=""http://SpliceInfo.mbc.NCTU.edu.tw/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,22,24,2005,2005
MBDC1593,Spliceosome database,http://spliceosomedb.ucsc.edu,"<a href=""http://spliceosomedb.ucsc.edu"">access link</a>",yes,not_applicable,unknown,not_applicable,1,17,54,2013,2013
MBDC0322,GTOP: Genomes TO Protein,http://spock.genes.nig.ac.jp/~genome/gtop.html,"<a href=""http://spock.genes.nig.ac.jp/~genome/gtop.html"">access link</a>",yes,not_applicable,2010,not_applicable,2,79,84,2002,2009
MBDC1171,Deja vu,http://spore.swmed.edu/dejavu,"<a href=""http://spore.swmed.edu/dejavu"">access link</a>",no,can't be reached,not_applicable,Naming; neat name,1,36,45,2009,2009
MBDC1702,SporeWeb,http://sporeweb.molgenrug.nl,"<a href=""http://sporeweb.molgenrug.nl"">access link</a>",yes,not_applicable,unknown,not_applicable,1,10,29,2014,2014
NAR9205,OpenSputnik,http://sputnik.btk.fi,"<a href=""http://sputnik.btk.fi"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,22,24,2005,2005
MBDC1279,sRNAMap: Small non-coding RNAs,http://sRNAMap.mbc.nctu.edu.tw/,"<a href=""http://sRNAMap.mbc.nctu.edu.tw/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,45,59,2009,2009
MBDC0248,SRPDB: Signal Recognition Particle Database,http://srpdb.kvl.dk/,"<a href=""http://srpdb.kvl.dk/"">access link</a>",yes,not_applicable,unknown,not_applicable,11,296,368,1992,2006
NAR9065,EMBL-EBI PSSH: Protein Sequence to Structure Homologies,http://srs3d.ebi.ac.uk/,"<a href=""http://srs3d.ebi.ac.uk/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,9,11,2003,2003
MBDC0707,NPRD: Nucleosome Positioning Region Database,http://srs6.bionet.nsc.ru/srs6/,"<a href=""http://srs6.bionet.nsc.ru/srs6/"">access link</a>",no,service unavailable,not_applicable,not_applicable,1,12,15,2005,2005
MBDC0583,SSD: Structure Superposition Database,http://ssd.rbvi.ucsf.edu,"<a href=""http://ssd.rbvi.ucsf.edu"">access link</a>",yes,not_applicable,2016,not_applicable,1,6,6,2003,2003
MBDC1622,PR2: Protist Ribosomal Reference,http://ssu-rrna.org/,"<a href=""http://ssu-rrna.org/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,103,545,2013,2013
MBDC1447,StarBase,http://starbase.sysu.edu.cn/,"<a href=""http://starbase.sysu.edu.cn/"">access link</a>",yes,not_applicable,2013,not_applicable,2,464,2339,2011,2014
MBDC1852,Start2Fold,http://start2fold.eu,"<a href=""http://start2fold.eu"">access link</a>",yes,not_applicable,2017,not_applicable,1,1,12,2016,2016
MBDC0448,Domlns: DOMain INSertion,http://stash.mrc-lmb.cam.ac.uk/Domlns,"<a href=""http://stash.mrc-lmb.cam.ac.uk/Domlns"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,13,16,2004,2004
MBDC0871,StellaBase,http://stellabase.org/SNP,"<a href=""http://stellabase.org/SNP"">access link</a>",yes,not_applicable,unknown,not_applicable,2,99,110,2006,2008
MBDC1134,STITCH: Search Tool for InTeractions of CHemicals,http://stitch.embl.de,"<a href=""http://stitch.embl.de"">access link</a>",yes,not_applicable,unknown,not_applicable,5,588,1535,2008,2016
MBDC0582,STRING: Search Tool for the Retrieval of Interacting Genes,http://string-db.org,"<a href=""http://string-db.org"">access link</a>",yes,not_applicable,2016,not_applicable,7,6139,14575,2003,2015
MBDC1271,"MoKCa: Mutations, Oncogenes, Knowledge & Cancer",http://strubiol.icr.ac.uk/extra/mokca,"<a href=""http://strubiol.icr.ac.uk/extra/mokca"">access link</a>",yes,not_applicable,unknown,not_applicable,1,25,39,2009,2009
MBDC1389,PNRD: Plant Non-coding RNA Database,http://structuralbiology.cau.edu.cn/PNRD,"<a href=""http://structuralbiology.cau.edu.cn/PNRD"">access link</a>",yes,not_applicable,2016,Service Status; doesn't work great,1,19,122,2015,2015
MBDC1780,Platinum,http://structure.bioc.cam.ac.uk/platinum,"<a href=""http://structure.bioc.cam.ac.uk/platinum"">access link</a>",yes,not_applicable,unknown,not_applicable,1,4,47,2015,2015
MBDC1014,SUBA,http://suba.plantenergy.uwa.edu.au,"<a href=""http://suba.plantenergy.uwa.edu.au"">access link</a>",yes,not_applicable,2014,not_applicable,2,434,571,2007,2013
MBDC1563,SubtiWiki,http://subtiwiki.uni-goettingen.de/,"<a href=""http://subtiwiki.uni-goettingen.de/"">access link</a>",yes,not_applicable,unknown,not_applicable,3,66,168,2012,2016
MBDC1906,SugarBindDB,http://sugarbind.expasy.org,"<a href=""http://sugarbind.expasy.org"">access link</a>",yes,not_applicable,2016,not_applicable,1,2,25,2016,2016
MBDC0982,CSRDB: Cereal Small RNA Database,http://sundarlab.ucdavis.edu/smrnas/,"<a href=""http://sundarlab.ucdavis.edu/smrnas/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,63,75,2007,2007
NAR9299,Transgenic Rodent Mutations Database,http://sunsite.unc.edu/dnam/mainpage.html,"<a href=""http://sunsite.unc.edu/dnam/mainpage.html"">access link</a>",yes,not_applicable,unknown,not_applicable,3,80,85,1996,1998
MBDC1796,SuperFly,http://superfly.crg.eu,"<a href=""http://superfly.crg.eu"">access link</a>",yes,not_applicable,unknown,not_applicable,1,6,13,2015,2015
MBDC0285,SUPERFAMILY,http://supfam.org,"<a href=""http://supfam.org"">access link</a>",yes,not_applicable,unknown,not_applicable,6,770,1027,2002,2015
MBDC1616,DcGO: Domain-centric Gene Ontologies,http://supfam.org/SUPERFAMILY/dcGO,"<a href=""http://supfam.org/SUPERFAMILY/dcGO"">access link</a>",yes,not_applicable,unknown,not_applicable,1,30,63,2013,2013
NAR9068,ECDC: E coli Database Compilation,http://susi.bio.uni-giessen.de/ecdc.html,"<a href=""http://susi.bio.uni-giessen.de/ecdc.html"">access link</a>",no,can't be reached,not_applicable,not_applicable,3,32,35,1996,1998
MBDC0268,CMBI PDB related databases,http://swift.cmbi.ru.nl/gv/facilities/,"<a href=""http://swift.cmbi.ru.nl/gv/facilities/"">access link</a>",yes,not_applicable,unknown,not_applicable,2,280,811,2011,2015
MBDC0585,SMR: SWISS-MODEL Repository,http://swissmodel.expasy.org/repository/,"<a href=""http://swissmodel.expasy.org/repository/"">access link</a>",yes,not_applicable,2017,not_applicable,3,1405,1889,2004,2009
MBDC1015,SwissRegulon,http://swissregulon.unibas.ch,"<a href=""http://swissregulon.unibas.ch"">access link</a>",yes,not_applicable,unknown,not_applicable,2,106,170,2007,2013
MBDC0787,SynDB,http://syndb.cbi.pku.edu.cn,"<a href=""http://syndb.cbi.pku.edu.cn"">access link</a>",yes,not_applicable,unknown,not_applicable,1,28,36,2007,2007
MBDC0067,UK CropNet,http://synteny.nott.ac.uk/,"<a href=""http://synteny.nott.ac.uk/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,14,14,2000,2000
MBDC1677,DPRP: Database of Phenotype-specific Regulatory Programs,http://syslab.nchu.edu.tw/DPRP/,"<a href=""http://syslab.nchu.edu.tw/DPRP/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,0,2,2014,2014
MBDC1883,Cancer RNA-Seq Nexus,http://syslab4.nchu.edu.tw/CRN,"<a href=""http://syslab4.nchu.edu.tw/CRN"">access link</a>",yes,not_applicable,unknown,not_applicable,1,2,67,2016,2016
MBDC0220,SYSTERS: SYSTEmatic Re-Searching,http://systers.molgen.mpg.de,"<a href=""http://systers.molgen.mpg.de"">access link</a>",no,related generic reseach institution site redirect,not_applicable,not_applicable,3,149,156,2000,2005
MBDC0912,TBestDB: Taxonomically Broad EST DataBase,http://tbestdb.bcm.umontreal.ca/,"<a href=""http://tbestdb.bcm.umontreal.ca/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,70,76,2007,2007
MBDC0586,TcruziDB,http://TcruziDB.org,"<a href=""http://TcruziDB.org"">access link</a>",yes,not_applicable,2017,not_applicable,2,32,34,2004,2006
MBDC1178,TDR Targets: Tropical Disease Research Targets,http://tdrtargets.org,"<a href=""http://tdrtargets.org"">access link</a>",yes,not_applicable,2011,not_applicable,1,38,87,2012,2012
MBDC0872,TED: Tomato Expression Database,http://ted.bti.cornell.edu,"<a href=""http://ted.bti.cornell.edu"">access link</a>",yes,not_applicable,unknown,not_applicable,2,93,138,2006,2011
MBDC1137,Telomerase Database,http://telomerase.asu.edu/,"<a href=""http://telomerase.asu.edu/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,72,136,2008,2008
MBDC1571,TFClass: Transcription Factor Classification,http://tfclass.bioinf.med.uni-goettingen.de/ ,"<a href=""http://tfclass.bioinf.med.uni-goettingen.de/ "">access link</a>",yes,not_applicable,unknown,not_applicable,2,48,134,2013,2015
MBDC1637,H2DB,http://tga.nig.ac.jp/h2db/,"<a href=""http://tga.nig.ac.jp/h2db/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,1,2,2013,2013
NAR9291,tGRAP,http://tGRAP.uit.no/,"<a href=""http://tGRAP.uit.no/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,22,22,2002,2002
MBDC1450,TIARA: Total Integrated Archive of Short-Read and Array,http://tiara.gmi.ac.kr,"<a href=""http://tiara.gmi.ac.kr"">access link</a>",yes,not_applicable,2012,not_applicable,1,12,16,2011,2011
MBDC0904,TiProD: Tissue specific Promoter Database,http://tiprod.cbi.pku.edu.cn:8080/index.html,"<a href=""http://tiprod.cbi.pku.edu.cn:8080/index.html"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,19,22,2006,2006
